,trigram,frequency
15836,ŋ_n_v,2
15837,ŋ_n_ɔi,2
15838,ŋ_n_oː,2
15839,ŋ_n_iː,2
15840,ŋ_n_ɛ,2
15841,ŋ_n_d,2
15842,ŋ_m_l,2
15843,ŋ_k_yː,2
15844,ŋ_k_iː,2
15845,ŋ_k_ç,2
15846,ŋ_ɪ_t,2
15847,ŋ_ɪ_ʃ,2
15848,ŋ_h_p,2
15849,ŋ_h_ɔ,2
15850,ŋ_h_ɛ,2
15851,ŋ_g_ɪ,2
15852,ŋ_f_ʏ,2
15853,ŋ_f_ai,2
15854,ŋ_ɛ_p,2
15855,ŋ_ə_x,2
15856,ŋ_ə_eː,2
15857,ŋ_eː_ɐ,2
15858,ŋ_d_m,2
15859,ŋ_d_ə,2
15860,ŋ_b_aː,2
15861,ŋ_ɐ_uː,2
15862,ŋ_ɐ_n,2
15863,ŋ_ɐ_j,2
15864,ŋ_ɐ_ai,2
15865,ŋ_ɐ_aː,2
15866,ŋ_ɐ__p:_,2
15867,ŋ_aː_ɐ,2
15868,ŋ_a_t,2
15869,ŋ__p:__r,2
15870,n_z_ɔi,2
15871,n_yː_v,2
15872,n_yː_l,2
15873,n_yː__p:_,2
15874,n_uː_a,2
15875,n_x_ɛ,2
15876,n_x_ai,2
15877,n_v_uː,2
15878,n_v_ə,2
15879,n_ʊ_z,2
15880,n_ʊ_f,2
15881,n_uː_a,2
15882,n_ʃ_ʏ,2
15883,n_ʃ_œ,2
15884,n_ʃ_f,2
15885,n_s_x,2
15886,n_r_t,2
15887,n_r_œ,2
15888,n_r_m,2
15889,n_r_d,2
15890,n_p_ɛː,2
15891,n_ɔi_ʊ,2
15892,n_ɔi_ʃ,2
15893,n_ɔi_s,2
15894,n_ɔi_eː,2
15895,n_oː_yː,2
15896,n_øː_v,2
15897,n_oː_uː,2
15898,n_øː_n,2
15899,n_øː_h,2
15900,n_øː_aː,2
15901,n_ŋ_z,2
15902,n_ŋ_k,2
15903,n_ŋ_ɪ,2
15904,n_ŋ_d,2
15905,n_n_a͜i,2
15906,n_m_v,2
15907,n_m_øː,2
15908,n_m_d,2
15909,n_l_ʏ,2
15910,n_l_t,2
15911,n_l_k,2
15912,n_l_ɛː,2
15913,n_l_ə,2
15914,n_k_z,2
15915,n_k_øː,2
15916,n_k_k,2
15917,n_k_f,2
15918,n_k__p:_,2
15919,n_j_ai,2
15920,n_g_ʏ,2
15921,n_g_oː,2
15922,n_g_ɛː,2
15923,n_f_œ,2
15924,n_f_ɛː,2
15925,n_f_ɐ,2
15926,n_ɛː_f,2
15927,n_ɛː__p:_,2
15928,n_ɛ_z,2
15929,n_ə_ɛː,2
15930,n_d_z,2
15931,n_ç_uː,2
15932,n_ç_l,2
15933,n_ç_ɛ,2
15934,n_ç_eː,2
15935,n_b_øː,2
15936,n_ɐ_ʔ,2
15937,n_au_x,2
15938,n_au_ʃ,2
15939,n_au_r,2
15940,n_au_ŋ,2
15941,n_au_l,2
15942,n_ai_v,2
15943,n_ai_k,2
15944,n_ai_ɪ,2
15945,n_ai_f,2
15946,n_aː_x,2
15947,n_aː_ɛ,2
15948,n_a_oː,2
15949,n_a_ɪ,2
15950,n_a_h,2
15951,n_a_b,2
15952,n_a_a,2
15953,n__p:__yː,2
15954,n__p:__uː,2
15955,n__p:__oː,2
15956,m_z_ʏ,2
15957,m_yː_k,2
15958,m_x_au,2
15959,m_v_ʊ,2
15960,m_uː_p,2
15961,m_t_ʏ,2
15962,m_t_ɐ,2
15963,m_ʃ_yː,2
15964,m_ʃ_uː,2
15965,m_ʃ_øː,2
15966,m_ʃ_au,2
15967,m_ʃ_aː,2
15968,m_s_ʃ,2
15969,m_s_h,2
15970,m_s_b,2
15971,m_s_a,2
15972,m_s__p:_,2
15973,m_r_x,2
15974,m_r_s,2
15975,m_r_l,2
15976,m_p_h,2
15977,m_p_ɐ,2
15978,m_ɔ_b,2
15979,m_œ_r,2
15980,m_œ_p,2
15981,m_œ_f,2
15982,m_œ_ɐ,2
15983,m_øː_v,2
15984,m_oː_v,2
15985,m_oː_ʊ,2
15986,m_n_n,2
15987,m_n_g,2
15988,m_n_ai,2
15989,m_m_œ,2
15990,m_m_j,2
15991,m_m_ɛː,2
15992,m_l_yː,2
15993,m_l_uː,2
15994,m_l_œ,2
15995,m_l_l,2
15996,m_k_z,2
15997,m_k_iː,2
15998,m_k_eː,2
15999,m_j_ɔ,2
16000,m_j_a,2
16001,m_iː_v,2
16002,m_iː_s,2
16003,m_iː_j,2
16004,m_iː_f,2
16005,m_iː__p:_,2
16006,m_h_yː,2
16007,m_g_ʏ,2
16008,m_g_oː,2
16009,m_f_z,2
16010,m_f_ʃ,2
16011,m_f_ɔi,2
16012,m_f_j,2
16013,m_ə_x,2
16014,m_f_au,2
16015,m_ɛː_ɐ,2
16016,m_ə_yː,2
16017,m_ə_x,2
16018,m_ə_uː,2
16019,m_ə_ɔ,2
16020,m_ə_j,2
16021,m_ə_eː,2
16022,m_eː_oː,2
16023,m_eː_b,2
16024,m_d_ʔ,2
16025,m_d_ʏ,2
16026,m_d_au,2
16027,m_ç_ɪ,2
16028,m_ç_iː,2
16029,m_ɐ_ɔ,2
16030,m_au_ɛ,2
16031,m_ai_t,2
16032,m_ai_ɪ,2
16033,m_ai_f,2
16034,m_ai_ɛ,2
16035,m_ai_ə,2
16036,m_ai_b,2
16037,m_a_r,2
16038,m_a_eː,2
16039,m_a_ai,2
16040,m__p:__t,2
16041,m__p:__ʃ,2
16042,m__p:__s,2
16043,m__p:__a,2
16044,l_ʔ_uː,2
16045,l_z_ə,2
16046,l_ʏ_p,2
16047,l_yː_s,2
16048,l_yː_oː,2
16049,l_yː_m,2
16050,l_yː_f,2
16051,l_x_n,2
16052,l_x_j,2
16053,l_x_aː,2
16054,l_v_ʏ,2
16055,l_v_a͜i,2
16056,l_ʊ_b,2
16057,l_uː_r,2
16058,l_uː_j,2
16059,l_uː_a,2
16060,l_ʃ_ʊ,2
16061,l_ʃ_k,2
16062,l_ʃ_ɐ,2
16063,l_ʃ_aː,2
16064,l_s_iː,2
16065,l_r_ʏ,2
16066,l_r_a,2
16067,l_p_uː,2
16068,l_p_au,2
16069,l_p_ai,2
16070,l_ɔi_m,2
16071,l_ɔ_z,2
16072,l_ɔ_ʃ,2
16073,l_ɔ_ŋ,2
16074,l_n_x,2
16075,l_m_p,2
16076,l_m_l,2
16077,l_m_k,2
16078,l_m_iː,2
16079,l_m_h,2
16080,l_l_ɛː,2
16081,l_l_aː,2
16082,l_k_z,2
16083,l_k_yː,2
16084,l_k_v,2
16085,l_k_uː,2
16086,l_k_h,2
16087,l_k_d,2
16088,l_k_ɐ,2
16089,l_j_ʊ,2
16090,l_j_ə,2
16091,l_j_a,2
16092,l_iː_v,2
16093,l_iː_oː,2
16094,l_iː_ŋ,2
16095,l_iː_m,2
16096,l_iː_j,2
16097,l_h_ʊ,2
16098,l_f_z,2
16099,l_f_x,2
16100,l_f_ʊ,2
16101,l_f_n,2
16102,l_f_k,2
16103,l_f_b,2
16104,l_f_au,2
16105,l_ɛː_t,2
16106,l_ɛː_f,2
16107,l_ɛ_ʃ,2
16108,l_ə_øː,2
16109,l_eː_a,2
16110,l_d_n,2
16111,l_b_ʏ,2
16112,l_b_uː,2
16113,l_b_j,2
16114,l_b_ɛː,2
16115,l_ɐ_l,2
16116,l_au_m,2
16117,l_a͜u_b,2
16118,l_ai_ʊ,2
16119,l_ai_oː,2
16120,l_ai_k,2
16121,l_ai_f,2
16122,l_a͜i_ç,2
16123,l_ai_au,2
16124,l_aː__p:_,2
16125,l_a_ʊ,2
16126,l_a_j,2
16127,l_a_ɪ,2
16128,l_a_a,2
16129,l_a__p:_,2
16130,l__p:__t,2
16131,l__p:__r,2
16132,l__p:__p,2
16133,l__p:__g,2
16134,l__p:___p:_,2
16135,k_ʔ_aː,2
16136,k_z_ʊ,2
16137,k_x_j,2
16138,k_x_ɪ,2
16139,k_x__p:_,2
16140,k_v_r,2
16141,k_v_n,2
16142,k_uː_j,2
16143,k_uː_h,2
16144,k_uː_ɐ,2
16145,k_ʃ_ʏ,2
16146,k_p_ʊ,2
16147,k_s_x,2
16148,k_s_ɐ,2
16149,k_r_yː,2
16150,k_p_ʊ,2
16151,k_p_ɪ,2
16152,k_ɔi_f,2
16153,k_œ_s,2
16154,k_oː_v,2
16155,k_n_t,2
16156,k_n_p,2
16157,k_n_ɔi,2
16158,k_n_øː,2
16159,k_n_n,2
16160,k_n_ɛ,2
16161,k_n_ə,2
16162,k_m_uː,2
16163,k_l_yː,2
16164,k_k_œ,2
16165,k_k_au,2
16166,k_j_t,2
16167,k_j_eː,2
16168,k_ɪ_d,2
16169,k_iː_z,2
16170,k_iː_uː,2
16171,k_iː_p,2
16172,k_iː_ɔ,2
16173,k_iː_oː,2
16174,k_iː_m,2
16175,k_iː_h,2
16176,k_h_p,2
16177,k_h_ɔi,2
16178,k_h_au,2
16179,k_ɛ_f,2
16180,k_ɛ_ç,2
16181,k_ə_ɛ,2
16182,k_eː_z,2
16183,k_eː_ɪ,2
16184,k_eː_g,2
16185,k_b_oː,2
16186,k_ɐ_uː,2
16187,k_ɐ_ɛ,2
16188,k_ɐ_ai,2
16189,k_ɐ_aː,2
16190,k_au_ə,2
16191,k_ai_v,2
16192,k_ai_p,2
16193,k_ai_m,2
16194,k_ai_ɪ,2
16195,k_a_uː,2
16196,k_a_ʃ,2
16197,k_a_g,2
16198,k_a_d,2
16199,k__p:__m,2
16200,k__p:__ɪ,2
16201,k__p:__g,2
16202,j_uː_t,2
16203,j_uː_p,2
16204,j_uː_k,2
16205,j_uː_j,2
16206,j_uː_f,2
16207,j_ʃ_oː,2
16208,j_p__p:_,2
16209,j_oː_au,2
16210,j_ɪ_t,2
16211,j_ɪ_p,2
16212,j_ɛ_n,2
16213,j_ə_g,2
16214,j_ə_d,2
16215,j_eː_r,2
16216,j_eː_p,2
16217,j_eː_l,2
16218,j_ai_s,2
16219,j_ai__p:_,2
16220,j_aː_iː,2
16221,j_a_r,2
16222,ɪ_z_yː,2
16223,ɪ_z_a,2
16224,ɪ_t_ʏ,2
16225,ɪ_t_øː,2
16226,ɪ_ʃ_ɔ,2
16227,ɪ_s_ʏ,2
16228,ɪ_s_ɐ,2
16229,ɪ_p_z,2
16230,ɪ_p_ʊ,2
16231,ɪ_p_ʃ,2
16232,ɪ_p_øː,2
16233,ɪ_p_oː,2
16234,ɪ_p_n,2
16235,ɪ_p_k,2
16236,ɪ_p_j,2
16237,ɪ_p_f,2
16238,ɪ_p_d,2
16239,ɪ_p_ç,2
16240,ɪ_p_ɐ,2
16241,ɪ_p_au,2
16242,ɪ_p_ai,2
16243,ɪ_p_aː,2
16244,ɪ_n_ʔ,2
16245,ɪ_n_ʏ,2
16246,ɪ_m_x,2
16247,ɪ_m_ɔi,2
16248,ɪ_m_ç,2
16249,ɪ_l_r,2
16250,ɪ_f_r,2
16251,ɪ_d_iː,2
16252,ɪ_ç_a͜i,2
16253,ɪ_b_yː,2
16254,ɪ_b_a,2
16255,ɪ_ɐ_ɛː,2
16256,iː_z_yː,2
16257,iː_ʏ_p,2
16258,iː_x_z,2
16259,iː_x_j,2
16260,iː_x_g,2
16261,iː_ʊ_l,2
16262,iː_uː_t,2
16263,iː_uː_s,2
16264,iː_s_ɐ,2
16265,iː_r_ʏ,2
16266,iː_r_yː,2
16267,iː_p_k,2
16268,iː_r_aː,2
16269,iː_p_k,2
16270,iː_p_h,2
16271,iː_p_d,2
16272,iː_p_ai,2
16273,iː_ɔi_n,2
16274,iː_ɔ_k,2
16275,iː_ŋ_ɔ,2
16276,iː_ŋ_j,2
16277,iː_ŋ_f,2
16278,iː_ŋ_ɛ,2
16279,iː_ŋ_eː,2
16280,iː_n_øː,2
16281,iː_n_ɛː,2
16282,iː_m_m,2
16283,iː_l_ʔ,2
16284,iː_l_œ,2
16285,iː_k_yː,2
16286,iː_k_f,2
16287,iː_k__p:_,2
16288,iː_j_ʏ,2
16289,iː_j_a,2
16290,iː_n_øː,2
16291,iː_iː__p:_,2
16292,iː_h_yː,2
16293,iː_g_iː,2
16294,iː_g_ɐ,2
16295,iː_f_z,2
16296,iː_f_œ,2
16297,iː_f_øː,2
16298,iː_f_j,2
16299,iː_f_f,2
16300,iː_f_ai,2
16301,iː_ɛː_ɐ,2
16302,iː_eː_r,2
16303,iː_eː_m,2
16304,iː_eː_l,2
16305,iː_eː_a,2
16306,iː_ç_d,2
16307,iː_b_uː,2
16308,iː_ɐ_ɔ,2
16309,iː_ɐ_ç,2
16310,iː_au_eː,2
16311,iː_ai_s,2
16312,iː_aː__p:_,2
16313,iː_a_g,2
16314,iː_a_f,2
16315,iː__p:___p:_,2
16316,h_ʏ_n,2
16317,h_ʏ_f,2
16318,h_ʏ_ɐ,2
16319,h_yː_d,2
16320,h_uː_j,2
16321,h_p_uː,2
16322,h_p_ɔ,2
16323,h_p_oː,2
16324,h_p_eː,2
16325,h_p_a,2
16326,h_ɔi_ʃ,2
16327,h_ɔi_s,2
16328,h_œ_m,2
16329,h_œ_f,2
16330,h_oː_ʃ,2
16331,h_oː_ɪ,2
16332,h_øː_f,2
16333,h_oː_a,2
16334,h_m_x,2
16335,h_m_b,2
16336,h_m_aː,2
16337,h_ɪ_p,2
16338,h_iː_m,2
16339,h_iː__p:_,2
16340,h_ɛː_t,2
16341,h_ɛː_b,2
16342,h_ə_k,2
16343,h_eː_v,2
16344,h_eː_ɪ,2
16345,h_ɐ_r,2
16346,h_ɐ_oː,2
16347,h_au_k,2
16348,h_ai_z,2
16349,h_ai_p,2
16350,h_ai_k,2
16351,h_aː_oː,2
16352,h_aː_ŋ,2
16353,h_aː_eː,2
16354,h_a_z,2
16355,h_a_h,2
16356,h_a_a,2
16357,g_yː__p:_,2
16358,g_v_ʏ,2
16359,g_v_ɪ,2
16360,g_ʊ_n,2
16361,g_uː_r,2
16362,g_uː_n,2
16363,g_uː_ɪ,2
16364,g_uː_aː,2
16365,g_t_ʃ,2
16366,g_t_n,2
16367,g_t_ɪ,2
16368,g_r_ɛː,2
16369,g_p_t,2
16370,g_p_n,2
16371,g_ɔ_n,2
16372,g_ɔ_ɐ,2
16373,g_oː_d,2
16374,g_oː_a,2
16375,g_n_m,2
16376,g_n_aː,2
16377,g_m_ʏ,2
16378,g_m_ɪ,2
16379,g_l_ɔ,2
16380,g_l_ɛ,2
16381,g_l_ɐ,2
16382,g_ɪ_ɐ,2
16383,g_iː_z,2
16384,g_iː_uː,2
16385,g_iː_t,2
16386,g_iː_ɔ,2
16387,g_iː_j,2
16388,g_iː_ɪ,2
16389,g_iː_a,2
16390,g_h_ɛ,2
16391,g_ɛː_p,2
16392,g_ɛː_ɪ,2
16393,g_ɛː_b,2
16394,g_ə_yː,2
16395,g_eː_ɛː,2
16396,g_eː_ai,2
16397,g_ɐ_l,2
16398,g_ɐ_ɛ,2
16399,g_ai_m,2
16400,g_ai_ɐ,2
16401,g_a_z,2
16402,g_a_oː,2
16403,g_a_ɛ,2
16404,g_a_aː,2
16405,f_ʔ_aː,2
16406,f_z_v,2
16407,f_z_aː,2
16408,f_x_z,2
16409,f_x_j,2
16410,f_v_h,2
16411,f_v_ɛː,2
16412,f_uː_m,2
16413,f_uː_iː,2
16414,f_uː_g,2
16415,f_t_œ,2
16416,f_t_ç,2
16417,f_ʃ_au,2
16418,f_s_ʊ,2
16419,f_s_s,2
16420,f_s_l,2
16421,f_s_ɛ,2
16422,f_s_eː,2
16423,f_s_au,2
16424,f_r_p,2
16425,f_r_ɔ͜y,2
16426,f_r_j,2
16427,f_p_l,2
16428,f_ɔ_k,2
16429,f_oː_oː,2
16430,f_øː_k,2
16431,f_oː_ai,2
16432,f_n_uː,2
16433,f_n_l,2
16434,f_n_iː,2
16435,f_n_g,2
16436,f_m_p,2
16437,f_m_ɔ,2
16438,f_m_n,2
16439,f_k_n,2
16440,f_iː_z,2
16441,f_iː_v,2
16442,f_iː_ʊ,2
16443,f_iː_p,2
16444,f_iː_oː,2
16445,f_iː_ɪ,2
16446,f_iː_au,2
16447,f_h_ʊ,2
16448,f_h_au,2
16449,f_g_ɪ,2
16450,f_f_s,2
16451,f_f_ai,2
16452,f_ɛː_ɐ,2
16453,f_ɛ_g,2
16454,f_ə_yː,2
16455,f_eː_v,2
16456,f_eː_ʊ,2
16457,f_eː_oː,2
16458,f_eː_k,2
16459,f_eː_ɪ,2
16460,f_eː_a,2
16461,f_b_yː,2
16462,f_b_ɔ,2
16463,f_b_ə,2
16464,f_b_aː,2
16465,f_b_a,2
16466,f_ɐ_r,2
16467,f_ɐ_n,2
16468,f_ɐ_h,2
16469,f_ɐ_g,2
16470,f_ai_z,2
16471,f_ai_j,2
16472,f_ai_au,2
16473,f_aː_p,2
16474,f_aː_j,2
16475,f_aː_g,2
16476,f__p:__l,2
16477,ɛː_z_a,2
16478,ɛː_ʊ_n,2
16479,ɛː_t_ʊ,2
16480,ɛː_t_uː,2
16481,ɛː_t_n,2
16482,ɛː_t_eː,2
16483,ɛː_r_ɛ,2
16484,ɛː_n_ʏ,2
16485,ɛː_n_t,2
16486,ɛː_n_ɛ,2
16487,ɛː_n_d,2
16488,ɛː_n_ai,2
16489,ɛː_n_a,2
16490,ɛː_m_m,2
16491,ɛː_m_ɪ,2
16492,ɛː_k_ʃ,2
16493,ɛː_k_n,2
16494,ɛː_j_aː,2
16495,ɛː_ɪ_ʃ,2
16496,ɛː_h_iː,2
16497,ɛː_h_ɛː,2
16498,ɛː_h_eː,2
16499,ɛː_f_oː,2
16500,ɛː_ɛː_ɪ,2
16501,ɛː_eː_s,2
16502,ɛː_d_r,2
16503,ɛː_b_ɛ,2
16504,ɛː_b_ai,2
16505,ɛː_ɐ_yː,2
16506,ɛː_ɐ_uː,2
16507,ɛː_ɐ_b,2
16508,ɛː__p:__a,2
16509,ɛ_t_yː,2
16510,ɛ_t_p,2
16511,ɛ_t_iː,2
16512,ɛ_t__p:_,2
16513,ɛ_ʃ_h,2
16514,ɛ_ʃ_g,2
16515,ɛ_ʃ_f,2
16516,ɛ_ʃ_aː,2
16517,ɛ_s_uː,2
16518,ɛ_s_n,2
16519,ɛ_s_ç,2
16520,ɛ_s_au,2
16521,ɛ_s_ai,2
16522,ɛ_r_yː,2
16523,ɛ_r_uː,2
16524,ɛ_p_k,2
16525,ɛ_p_h,2
16526,ɛ_p_ç,2
16527,ɛ_ŋ_m,2
16528,ɛ_ŋ_b,2
16529,ɛ_n_ɔ,2
16530,ɛ_n_øː,2
16531,ɛ_m_m,2
16532,ɛ_m_eː,2
16533,ɛ_l_uː,2
16534,ɛ_l_iː,2
16535,ɛ_k_p,2
16536,ɛ_k_g,2
16537,ɛ_k__p:_,2
16538,ɛ_g_v,2
16539,ɛ_g_ə,2
16540,ɛ_f_p,2
16541,ɛ_f_ɔ,2
16542,ɛ_f_n,2
16543,ɛ_f_m,2
16544,ɛ_f_iː,2
16545,ɛ_f_eː,2
16546,ɛ_f_d,2
16547,ɛ_ç_g,2
16548,ɛ_ç_eː,2
16549,ɛ_ɐ_r,2
16550,ɛ_ɐ_oː,2
16551,ɛ_ɐ_ɛ,2
16552,ɛ_ɐ_aː,2
16553,ɛ_ɐ_a,2
16554,ə_x_ɔi,2
16555,ə_x_l,2
16556,ə_x_b,2
16557,ə_v_uː,2
16558,ə_t_h,2
16559,ə_t__p:_,2
16560,ə_ʃ_ʏ,2
16561,ə_ʃ_ɛ,2
16562,ə_s_ʔ,2
16563,ə_s_ɛː,2
16564,ə_r_oː,2
16565,ə_p_t,2
16566,ə_ɔi_s,2
16567,ə_ɔ_t,2
16568,ə_ɔ_s,2
16569,ə_oː_z,2
16570,ə_oː_v,2
16571,ə_oː_ɪ,2
16572,ə_oː_a,2
16573,ə_n_ə,2
16574,ə_m_a͜i,2
16575,ə_k_ɛː,2
16576,ə_j_ɔ,2
16577,ə_h_uː,2
16578,ə_g_ʏ,2
16579,ə_g_ai,2
16580,ə_f__p:_,2
16581,ə_ɛ_r,2
16582,ə_eː_v,2
16583,ə_eː_k,2
16584,ə_eː_g,2
16585,ə_d_n,2
16586,ə_d_ə,2
16587,ə_b_øː,2
16588,ə_ai_l,2
16589,ə_aː_s,2
16590,ə_aː_j,2
16591,ə_a_s,2
16592,ə_a_b,2
16593,ə__p:__s,2
16594,eː_x_z,2
16595,eː_x_ʃ,2
16596,eː_x_h,2
16597,eː_v_k,2
16598,eː_v_ə,2
16599,eː_ʊ_ɐ,2
16600,eː_ʃ_n,2
16601,eː_ʃ_iː,2
16602,eː_ʃ_ɛ,2
16603,eː_r_j,2
16604,eː_p_z,2
16605,eː_p_x,2
16606,eː_p_t,2
16607,eː_p_øː,2
16608,eː_p_n,2
16609,eː_p_iː,2
16610,eː_p_eː,2
16611,eː_ɔ_n,2
16612,eː_oː_ʃ,2
16613,eː_oː_p,2
16614,eː_oː_oː,2
16615,eː_oː_n,2
16616,eː_oː_k,2
16617,eː_oː_j,2
16618,eː_oː_h,2
16619,eː_oː_b,2
16620,eː_oː_ɐ,2
16621,eː_n_œ,2
16622,eː_n_øː,2
16623,eː_n_a͜u,2
16624,eː_l_ʏ,2
16625,eː_k_x,2
16626,eː_k_ɛː,2
16627,eː_j_oː,2
16628,eː_j_h,2
16629,eː_h_yː,2
16630,eː_h_uː,2
16631,eː_h_p,2
16632,eː_g_ʏ,2
16633,eː_g_œ,2
16634,eː_f_b,2
16635,eː_f_au,2
16636,eː_ɛ_l,2
16637,eː_eː_t,2
16638,eː_eː_l,2
16639,eː_eː_k,2
16640,eː_eː_f,2
16641,eː_b_œ,2
16642,eː_ɐ_ʏ,2
16643,eː_au_t,2
16644,eː_ai_d,2
16645,eː_aː_p,2
16646,eː_aː_ɐ,2
16647,eː__p:__oː,2
16648,eː__p:__n,2
16649,eː__p:__k,2
16650,eː__p:__g,2
16651,eː__p:__eː,2
16652,eː__p:__b,2
16653,eː__p:__aː,2
16654,d_ʏ_p,2
16655,d_yː_r,2
16656,d_yː_oː,2
16657,d_yː_m,2
16658,d_yː_ɪ,2
16659,d_yː_b,2
16660,d_yː__p:_,2
16661,d_ʊ_x,2
16662,d_uː_ʏ,2
16663,d_uː_x,2
16664,d_uː_ɛː,2
16665,d_ʃ_iː,2
16666,d_r_ʔ,2
16667,d_ɔ_t,2
16668,d_ɔ_s,2
16669,d_ɔ_m,2
16670,d_oː_v,2
16671,d_n_p,2
16672,d_n_oː,2
16673,d_n_aː,2
16674,d_m_z,2
16675,d_m_ʊ,2
16676,d_m_p,2
16677,d_m_l,2
16678,d_m_j,2
16679,d_m_ɪ,2
16680,d_m_ɛ,2
16681,d_m__p:_,2
16682,d_l_iː,2
16683,d_ɪ_z,2
16684,d_ɪ_p,2
16685,d_iː_ʏ,2
16686,d_iː_œ,2
16687,d_eː_ʃ,2
16688,d_eː_j,2
16689,d_eː_aː,2
16690,d_ɐ_x,2
16691,d_au_s,2
16692,d_a͜i_n,2
16693,d_ai_m,2
16694,d_a_v,2
16695,d_a_d,2
16696,ç_ʔ_aː,2
16697,ç_z_v,2
16698,ç_z_ɐ,2
16699,ç_x_z,2
16700,ç_x_ɪ,2
16701,ç_x_ɛ,2
16702,ç_x_eː,2
16703,ç_ʃ_ɔi,2
16704,ç_s_ʊ,2
16705,ç_s_r,2
16706,ç_s_oː,2
16707,ç_s_ai,2
16708,ç_r_yː,2
16709,ç_p_z,2
16710,ç_p_oː,2
16711,ç_p_f,2
16712,ç_ɔi_ç,2
16713,ç_oː_r,2
16714,ç_oː_m,2
16715,ç_oː_h,2
16716,ç_n_yː,2
16717,ç_n_x,2
16718,ç_m_yː,2
16719,ç_m_øː,2
16720,ç_m_f,2
16721,ç_m_ɛː,2
16722,ç_k_yː,2
16723,ç_k_uː,2
16724,ç_j_ʏ,2
16725,ç_j_uː,2
16726,ç_j_oː,2
16727,ç_ɪ_ŋ,2
16728,ç_iː_ʊ,2
16729,ç_h_yː,2
16730,ç_g_oː,2
16731,ç_f_œ,2
16732,ç_f_n,2
16733,ç_ɛː_ɪ,2
16734,ç_ə_x,2
16735,ç_ə_uː,2
16736,ç_ə_eː,2
16737,ç_eː_yː,2
16738,ç_eː_t,2
16739,ç_eː_m,2
16740,ç_b_ʏ,2
16741,ç_ɐ_ʃ,2
16742,ç_ɐ_r,2
16743,ç_au_ɪ,2
16744,ç_au_g,2
16745,ç_a͜u_f,2
16746,ç_a͜u_ç,2
16747,ç_a͜i_g,2
16748,ç_ai_d,2
16749,ç_aː_j,2
16750,ç_a_s,2
16751,ç_a_f,2
16752,ç__p:__s,2
16753,ç__p:__r,2
16754,ç__p:__oː,2
16755,ç__p:__ɛ,2
16756,ç__p:___p:_,2
16757,b_ʔ_aː,2
16758,b_ʏ_n,2
16759,b_yː_m,2
16760,b_yː_ɪ,2
16761,b_yː_b,2
16762,b_ʊ_m,2
16763,b_ʊ_d,2
16764,b_uː_ɪ,2
16765,b_uː_f,2
16766,b_s_x,2
16767,b_s_j,2
16768,b_r_ɛː,2
16769,b_r_ə,2
16770,b_r_a,2
16771,b_ɔi_k,2
16772,b_ɔ_l,2
16773,b_oː_m,2
16774,b_n_uː,2
16775,b_n_ʃ,2
16776,b_n_aː,2
16777,b_k__p:_,2
16778,b_ɪ_d,2
16779,b_iː_aː,2
16780,b_ɛː__p:_,2
16781,b_ɛ_p,2
16782,b_ə_r,2
16783,b_ɐ_ɛː,2
16784,b_au_oː,2
16785,b_au_l,2
16786,b_au_ɪ,2
16787,b_au_h,2
16788,b_au_ɐ,2
16789,b_ai_au,2
16790,b_aː_oː,2
16791,b_aː_l,2
16792,b_aː_f,2
16793,b_a_ʃ,2
16794,ɐ_x_ʃ,2
16795,ɐ_ʃ_œ,2
16796,ɐ_ʃ_h,2
16797,ɐ_ʃ_f,2
16798,ɐ_ʃ_a͜i,2
16799,ɐ_s_x,2
16800,ɐ_s_uː,2
16801,ɐ_s_s,2
16802,ɐ_r_yː,2
16803,ɐ_p_uː,2
16804,ɐ_p_k,2
16805,ɐ_p_ɛː,2
16806,ɐ_ɔ_ŋ,2
16807,ɐ_ɔ_l,2
16808,ɐ_oː_n,2
16809,ɐ_oː_j,2
16810,ɐ_oː_ɪ,2
16811,ɐ_ŋ_k,2
16812,ɐ_ŋ_au,2
16813,ɐ_m_r,2
16814,ɐ_m_øː,2
16815,ɐ_m_j,2
16816,ɐ_l_yː,2
16817,ɐ_l_v,2
16818,ɐ_l_k,2
16819,ɐ_l_d,2
16820,ɐ_k_yː,2
16821,ɐ_k_ɔi,2
16822,ɐ_k_ç,2
16823,ɐ_k_b,2
16824,ɐ_j_ʏ,2
16825,ɐ_ɪ_z,2
16826,ɐ_ɪ_t,2
16827,ɐ_ɪ_g,2
16828,ɐ_iː_ɪ,2
16829,ɐ_iː_g,2
16830,ɐ_h_uː,2
16831,ɐ_g_ʏ,2
16832,ɐ_f_x,2
16833,ɐ_f_h,2
16834,ɐ_f_f,2
16835,ɐ_f_ɐ,2
16836,ɐ_ɛː_d,2
16837,ɐ_ɛ_p,2
16838,ɐ_ə_k,2
16839,ɐ_eː_v,2
16840,ɐ_eː_l,2
16841,ɐ_eː_k,2
16842,ɐ_eː_ɪ,2
16843,ɐ_eː__p:_,2
16844,ɐ_d_ʏ,2
16845,ɐ_ç_x,2
16846,ɐ_ç_k,2
16847,ɐ_ç_j,2
16848,ɐ_b_ɐ,2
16849,ɐ_au_ʃ,2
16850,ɐ_aː_v,2
16851,ɐ_aː_k,2
16852,ɐ_aː_d,2
16853,ɐ_aː__p:_,2
16854,ɐ__p:__ɔ,2
16855,ɐ__p:__l,2
16856,ɐ__p:__k,2
16857,ɐ__p:__ɛː,2
16858,au_z_ʊ,2
16859,au_z_eː,2
16860,au_x_h,2
