,syllable,position,frequency_pos,frequency,pval_uniform
4243,d_ɻ_ɪ_l_z,1,2,2,0.0338673693563189
4244,d_ɻ_ɪ_l_z,2,0,2,0.0338673693563189
4245,d_ɻ_ɪ_l_z,3,0,2,0.0338673693563189
4246,d_ɻ_ɪ_p,1,3,3,0.2355481345110688
4247,d_ɻ_ɪ_p_s,1,1,1,0.0
4248,d_ɻ_ɪ_s,2,2,2,0.0338673693563189
4249,d_ɻ_ɪ_s,4,0,2,0.0338673693563189
4250,d_ɻ_ɪ_z,1,0,2,0.0338673693563189
4251,d_ɻ_ɪ_z,2,2,2,0.0338673693563189
4252,d_ɻ_ɪ_z,3,0,2,0.0338673693563189
4253,d_ɻ_ɪ_z,4,0,2,0.0338673693563189
4254,d_ɻ_ɒ,1,21,22,0.7734052079675909
4255,d_ɻ_ɒ,2,1,22,0.7734052079675909
4256,d_ɻ_ɒ_p,1,67,69,0.2048383254794935
4257,d_ɻ_ɒ_p,2,2,69,0.2048383254794935
4258,d_ɻ_ɒ_p_s,1,18,19,0.846326651164806
4259,d_ɻ_ɒ_p_s,2,1,19,0.846326651164806
4260,d_ɻ_ɒ_p_t,1,75,75,0.1633638154553763
4261,d_ɻ_ɒ_p_t,2,0,75,0.1633638154553763
4262,d_ɻ_ɒ_s,1,1,1,0.0
4263,d_ɻ_ʌ,1,9,9,0.7820044449462648
4264,d_ɻ_ʌ_ŋ,1,14,14,0.9982253065955268
4265,d_ɻ_ʌ_ŋ_k,1,37,37,0.5148160511763513
4266,d_ɻ_ʌ_ŋ_k,2,0,37,0.5148160511763513
4267,d_ɻ_ʌ_ŋ_k_s,1,3,3,0.2355481345110688
4268,d_ɻ_ʌ_dʒ,1,1,1,0.0
4269,d_ɻ_ʌ_ɡ,1,21,21,0.7965445414407768
4270,d_ɻ_ʌ_ɡ,3,0,21,0.7965445414407768
4271,d_ɻ_ʌ_ɡ_d,1,5,5,0.4896358490926503
4272,d_ɻ_ʌ_ɡ_z,1,28,28,0.6534497613150807
4273,d_ɻ_ʌ_ɡ_z,3,0,28,0.6534497613150807
4274,d_ɻ_ʌ_m,1,7,8,0.7234184599172108
4275,d_ɻ_ʌ_m,2,1,8,0.7234184599172108
4276,d_ɻ_ʌ_m,3,0,8,0.7234184599172108
4277,d_ɻ_ʌ_m_z,1,8,9,0.7820044449462648
4278,d_ɻ_ʌ_m_z,2,1,9,0.7820044449462648
4279,d_ɻ_ʌ_m_z,3,0,9,0.7820044449462648
4280,d_ɻ_iː,1,19,21,0.7965445414407768
4281,d_ɻ_iː,2,2,21,0.7965445414407768
4282,d_ɻ_iː_m,1,58,59,0.2827167108901726
4283,d_ɻ_iː_m,2,1,59,0.2827167108901726
4284,d_ɻ_iː_m_d,1,15,15,0.9639078404721536
4285,d_ɻ_iː_m_d,2,0,15,0.9639078404721536
4286,d_ɻ_iː_m_z,1,30,31,0.6028224415841186
4287,d_ɻ_iː_m_z,2,1,31,0.6028224415841186
4288,d_ɻ_uː,1,66,78,0.1438551986089703
4289,d_ɻ_uː,2,12,78,0.1438551986089703
4290,d_ɻ_uː,3,0,78,0.1438551986089703
4291,d_ɻ_uː_p,1,1,1,0.0
4292,d_ɻ_uː_p,3,0,1,0.0
4293,d_ɻ_æ,1,40,42,0.4517689961603307
4294,d_ɻ_æ,2,2,42,0.4517689961603307
4295,d_ɻ_æ_ŋ,2,1,1,0.0
4296,d_ɻ_æ_ŋ_k,1,36,36,0.5284444644928434
4297,d_ɻ_æ_b,1,5,5,0.4896358490926503
4298,d_ɻ_æ_b,3,0,5,0.4896358490926503
4299,d_ɻ_æ_ɡ,1,18,18,0.8732200097732894
4300,d_ɻ_æ_ɡ,2,0,18,0.8732200097732894
4301,d_ɻ_æ_ɡ_d,1,25,25,0.7098201258905722
4302,d_ɻ_æ_ɡ_z,1,2,2,0.0338673693563189
4303,d_ɻ_æ_ɡ_z,2,0,2,0.0338673693563189
4304,d_ɻ_æ_m,1,1,1,0.0
4305,d_uː,1,2448,2473,0.0
4306,d_uː,2,20,2473,0.0
4307,d_uː,3,5,2473,0.0
4308,d_uː,5,0,2473,0.0
4309,d_uː_m,1,5,5,0.4896358490926503
4310,d_uː_m,2,0,5,0.4896358490926503
4311,d_uː_m_d,1,10,10,0.8344113943730964
4312,d_uː_m_d,2,0,10,0.8344113943730964
4313,d_uː_m_z,1,2,2,0.0338673693563189
4314,d_uː_m_z,2,0,2,0.0338673693563189
4315,d_uː_z,1,1,4,0.3786429146367648
4316,d_uː_z,2,3,4,0.3786429146367648
4317,d_uː_z,3,0,4,0.3786429146367648
4318,d_uː_z,5,0,4,0.3786429146367648
4319,d_w_ɑː_ɜ˞,2,1,1,0.0
4320,d_w_ɔː_f,1,7,7,0.6569991481240273
4321,d_w_ɔː_f,2,0,7,0.6569991481240273
4322,d_w_ɔː_f_s,1,4,4,0.3786429146367648
4323,d_w_ɔː_f_s,2,0,4,0.3786429146367648
4324,d_w_ɛ,1,25,25,0.7098201258905722
4325,d_w_ɛ,2,0,25,0.7098201258905722
4326,d_w_ɛ_l,1,4,4,0.3786429146367648
4327,d_w_ɛ_l,2,0,4,0.3786429146367648
4328,d_w_ɛ_l_z,1,1,1,0.0
4329,d_w_ɛ_l_z,2,0,1,0.0
4330,d_w_ɪ_n,1,10,10,0.8344113943730964
4331,d_æ,1,203,231,0.0
4332,d_æ,2,6,231,0.0
4333,d_æ,3,22,231,0.0
4334,d_æ,4,0,231,0.0
4335,d_æ_ŋ,1,11,11,0.881819246751963
4336,d_æ_ŋ,2,0,11,0.881819246751963
4337,d_æ_ŋ_k,1,2,2,0.0338673693563189
4338,d_æ_ʃ,1,12,12,0.9250992250719609
4339,d_æ_ʃ,2,0,12,0.9250992250719609
4340,d_æ_ʃ,3,0,12,0.9250992250719609
4341,d_æ_ʃ_t,1,5,5,0.4896358490926503
4342,d_æ_b,1,2,2,0.0338673693563189
4343,d_æ_b_z,1,1,1,0.0
4344,d_æ_d,1,31,34,0.5568754007380342
4345,d_æ_d,2,1,34,0.5568754007380342
4346,d_æ_d,3,2,34,0.5568754007380342
4347,d_æ_f,1,1,1,0.0
4348,d_æ_k,1,0,1,0.0
4349,d_æ_k,2,1,1,0.0
4350,d_æ_k,3,0,1,0.0
4351,d_æ_m,1,46,58,0.2912195840865289
4352,d_æ_m,2,12,58,0.2912195840865289
4353,d_æ_m,3,0,58,0.2912195840865289
4354,d_æ_m_d,1,24,26,0.6903115090441662
4355,d_æ_m_d,2,2,26,0.6903115090441662
4356,d_æ_m_p,1,27,27,0.6715392446185393
4357,d_æ_m_p,2,0,27,0.6715392446185393
4358,d_æ_m_p,3,0,27,0.6715392446185393
4359,d_æ_m_z,1,2,2,0.0338673693563189
4360,d_æ_m_z,2,0,2,0.0338673693563189
4361,d_æ_m_z,3,0,2,0.0338673693563189
4362,d_æ_n,1,6,10,0.8344113943730964
4363,d_æ_n,2,4,10,0.8344113943730964
4364,d_æ_n,3,0,10,0.8344113943730964
4365,d_æ_n_t,3,5,5,0.4896358490926503
4366,d_æ_n_t_s,3,1,1,0.0
4367,d_æ_p,2,26,26,0.6903115090441662
4368,d_æ_p_t,2,12,12,0.9250992250719609
4369,d_æ_p_t_s,2,1,1,0.0
4370,f_ɑː,1,595,629,0.0
4371,f_ɑː,2,34,629,0.0
4372,f_ɑː,3,0,629,0.0
4373,f_ɑː,4,0,629,0.0
4374,f_ɑː_ɜ˞,1,514,517,0.0
4375,f_ɑː_ɜ˞,2,3,517,0.0
4376,f_ɑː_ɜ˞,3,0,517,0.0
4377,f_ɑː_m,1,77,77,0.1502734291998825
4378,f_ɑː_m,2,0,77,0.1502734291998825
4379,f_ɑː_m,3,0,77,0.1502734291998825
4380,f_ɑː_m,4,0,77,0.1502734291998825
4381,f_ɑː_m_d,1,5,5,0.4896358490926503
4382,f_ɑː_m_z,1,21,21,0.7965445414407768
4383,f_ɑː_m_z,2,0,21,0.7965445414407768
4384,f_ɑː_m_z,3,0,21,0.7965445414407768
4385,f_ɑː_m_z,4,0,21,0.7965445414407768
4386,f_ɑː_s,1,5,6,0.5803236797915148
4387,f_ɑː_s,2,1,6,0.5803236797915148
4388,f_ɑː_s_t,1,101,103,0.0055663106465433
4389,f_ɑː_s_t,2,2,103,0.0055663106465433
4390,f_ɑː_s_t,3,0,103,0.0055663106465433
4391,f_ɑː_t,1,1,1,0.0
4392,f_ɔː,1,984,1202,0.0
4393,f_ɔː,2,208,1202,0.0
4394,f_ɔː,3,10,1202,0.0
4395,f_ɔː,4,0,1202,0.0
4396,f_ɔː,5,0,1202,0.0
4397,f_ɔː_ɲ,1,43,109,0.0
4398,f_ɔː_ɲ,2,66,109,0.0
4399,f_ɔː_ɜ˞,1,8598,9778,0.0
4400,f_ɔː_ɜ˞,2,1177,9778,0.0
4401,f_ɔː_ɜ˞,3,3,9778,0.0
4402,f_ɔː_ɜ˞,4,0,9778,0.0
4403,f_ɔː_ɜ˞,5,0,9778,0.0
4404,f_ɔː_θ,1,105,109,0.0
4405,f_ɔː_θ,2,4,109,0.0
4406,f_ɔː_θ,3,0,109,0.0
4407,f_ɔː_θ,4,0,109,0.0
4408,f_ɔː_dʒ,1,6,6,0.5803236797915148
4409,f_ɔː_dʒ_d,1,5,5,0.4896358490926503
4410,f_ɔː_d,1,0,56,0.3086742160346345
4411,f_ɔː_d,2,56,56,0.3086742160346345
4412,f_ɔː_d,3,0,56,0.3086742160346345
4413,f_ɔː_d_z,1,0,1,0.0
4414,f_ɔː_d_z,2,1,1,0.0
4415,f_ɔː_k,1,12,12,0.9250992250719609
4416,f_ɔː_k,2,0,12,0.9250992250719609
4417,f_ɔː_k,3,0,12,0.9250992250719609
4418,f_ɔː_k_s,1,3,3,0.2355481345110688
4419,f_ɔː_k_s,2,0,3,0.2355481345110688
4420,f_ɔː_k_s,3,0,3,0.2355481345110688
4421,f_ɔː_k_t,1,2,2,0.0338673693563189
4422,f_ɔː_k_t,2,0,2,0.0338673693563189
4423,f_ɔː_l,1,129,150,0.0
4424,f_ɔː_l,2,15,150,0.0
4425,f_ɔː_l,3,6,150,0.0
4426,f_ɔː_l,4,0,150,0.0
4427,f_ɔː_l_s,1,51,51,0.3551946355832843
4428,f_ɔː_l_t,1,39,41,0.4637552621635807
4429,f_ɔː_l_t,2,2,41,0.4637552621635807
4430,f_ɔː_l_t_s,1,6,6,0.5803236797915148
4431,f_ɔː_l_t_s,2,0,6,0.5803236797915148
4432,f_ɔː_l_z,1,28,32,0.5870304495218972
4433,f_ɔː_l_z,2,2,32,0.5870304495218972
4434,f_ɔː_l_z,3,2,32,0.5870304495218972
4435,f_ɔː_m,1,270,421,0.0
4436,f_ɔː_m,2,121,421,0.0
4437,f_ɔː_m,3,30,421,0.0
4438,f_ɔː_m,4,0,421,0.0
4439,f_ɔː_m_d,1,65,154,0.0
4440,f_ɔː_m_d,2,83,154,0.0
4441,f_ɔː_m_d,3,6,154,0.0
4442,f_ɔː_m_d,4,0,154,0.0
4443,f_ɔː_m_z,1,92,125,0.0
4444,f_ɔː_m_z,2,25,125,0.0
4445,f_ɔː_m_z,3,8,125,0.0
4446,f_ɔː_m_z,4,0,125,0.0
4447,f_ɔː_n,1,1,1,0.0
4448,f_ɔː_s,1,179,204,0.0
4449,f_ɔː_s,2,13,204,0.0
4450,f_ɔː_s,3,12,204,0.0
4451,f_ɔː_s,5,0,204,0.0
4452,f_ɔː_s_t,1,90,110,0.0
4453,f_ɔː_s_t,2,10,110,0.0
4454,f_ɔː_s_t,3,10,110,0.0
4455,f_ɔː_t,1,74,74,0.1700405058959051
4456,f_ɔː_t,2,0,74,0.1700405058959051
4457,f_ɔː_t_s,1,2,2,0.0338673693563189
4458,f_ɔː_z,1,5,6,0.5803236797915148
4459,f_ɔː_z,2,1,6,0.5803236797915148
4460,f_ɔː_z,3,0,6,0.5803236797915148
4461,f_eɪ,1,517,553,0.0
4462,f_eɪ,2,35,553,0.0
4463,f_eɪ,3,1,553,0.0
4464,f_eɪ,4,0,553,0.0
4465,f_eɪ_θ,1,74,76,0.1567755606039138
4466,f_eɪ_θ,2,2,76,0.1567755606039138
4467,f_eɪ_θ_s,1,1,1,0.0
4468,f_eɪ_d,1,8,8,0.7234184599172108
4469,f_eɪ_d_z,1,2,2,0.0338673693563189
4470,f_eɪ_k,1,7,7,0.6569991481240273
4471,f_eɪ_k_s,1,1,1,0.0
4472,f_eɪ_l,1,36,36,0.5284444644928434
4473,f_eɪ_l_d,1,80,80,0.1312619697855658
4474,f_eɪ_l_z,1,14,14,0.9982253065955268
4475,f_eɪ_m,1,10,10,0.8344113943730964
4476,f_eɪ_m,2,0,10,0.8344113943730964
4477,f_eɪ_m_d,1,2,2,0.0338673693563189
4478,f_eɪ_m_d,2,0,2,0.0338673693563189
4479,f_eɪ_n,1,11,15,0.9639078404721536
4480,f_eɪ_n,2,2,15,0.9639078404721536
4481,f_eɪ_n,3,2,15,0.9639078404721536
4482,f_eɪ_n_t,1,45,45,0.4174515300369579
4483,f_eɪ_s,1,449,452,0.0
4484,f_eɪ_s,2,0,452,0.0
4485,f_eɪ_s,3,3,452,0.0
4486,f_eɪ_s,4,0,452,0.0
4487,f_eɪ_s_t,1,45,45,0.4174515300369579
4488,f_eɪ_s_t,2,0,45,0.4174515300369579
4489,f_eɪ_s_t,3,0,45,0.4174515300369579
4490,f_eɪ_t,1,37,41,0.4637552621635807
4491,f_eɪ_t,2,4,41,0.4637552621635807
4492,f_eɪ_t,3,0,41,0.4637552621635807
4493,f_eɪ_t_s,1,3,5,0.4896358490926503
4494,f_eɪ_t_s,2,2,5,0.4896358490926503
4495,f_eɪ_t_s,3,0,5,0.4896358490926503
4496,f_eɪ_z,1,31,36,0.5284444644928434
4497,f_eɪ_z,2,5,36,0.5284444644928434
4498,f_eɪ_z,3,0,36,0.5284444644928434
4499,f_eɪ_z,4,0,36,0.5284444644928434
4500,f_eɪ_z_d,1,5,5,0.4896358490926503
4501,f_aɪ,1,813,1064,0.0
4502,f_aɪ,2,59,1064,0.0
4503,f_aɪ,3,151,1064,0.0
4504,f_aɪ,4,41,1064,0.0
4505,f_aɪ,5,0,1064,0.0
4506,f_aɪ_d,2,10,242,0.0
4507,f_aɪ_d,3,179,242,0.0
4508,f_aɪ_d,4,51,242,0.0
4509,f_aɪ_d,5,2,242,0.0
4510,f_aɪ_f,1,1,1,0.0
4511,f_aɪ_l,1,29,39,0.4886307438894163
4512,f_aɪ_l,2,10,39,0.4886307438894163
4513,f_aɪ_l,3,0,39,0.4886307438894163
4514,f_aɪ_l,4,0,39,0.4886307438894163
4515,f_aɪ_l_d,1,10,10,0.8344113943730964
4516,f_aɪ_l_d,2,0,10,0.8344113943730964
4517,f_aɪ_l_z,1,14,15,0.9639078404721536
4518,f_aɪ_l_z,2,1,15,0.9639078404721536
4519,f_aɪ_l_z,3,0,15,0.9639078404721536
4520,f_aɪ_l_z,4,0,15,0.9639078404721536
4521,f_aɪ_n,1,227,264,0.0
4522,f_aɪ_n,2,37,264,0.0
4523,f_aɪ_n,3,0,264,0.0
4524,f_aɪ_n,4,0,264,0.0
4525,f_aɪ_n,6,0,264,0.0
4526,f_aɪ_n_d,1,521,586,0.0
4527,f_aɪ_n_d,2,64,586,0.0
4528,f_aɪ_n_d,3,1,586,0.0
4529,f_aɪ_n_d,4,0,586,0.0
4530,f_aɪ_n_d_z,1,36,36,0.5284444644928434
4531,f_aɪ_n_z,1,5,13,0.9649129456753878
4532,f_aɪ_n_z,2,8,13,0.9649129456753878
4533,f_aɪ_s,2,4,24,0.7301252296475932
4534,f_aɪ_s,3,19,24,0.7301252296475932
4535,f_aɪ_s,4,1,24,0.7301252296475932
4536,f_aɪ_s_t,2,0,5,0.4896358490926503
4537,f_aɪ_s_t,3,5,5,0.4896358490926503
4538,f_aɪ_t,1,95,99,0.0252681323776453
4539,f_aɪ_t,2,3,99,0.0252681323776453
4540,f_aɪ_t,3,1,99,0.0252681323776453
4541,f_aɪ_t_s,1,8,8,0.7234184599172108
4542,f_aɪ_t_s,2,0,8,0.7234184599172108
4543,f_aɪ_t_s,3,0,8,0.7234184599172108
4544,f_aɪ_v,1,291,299,0.0
4545,f_aɪ_v,3,8,299,0.0
4546,f_aɪ_v_z,1,1,1,0.0
4547,f_aɪ_v_z,3,0,1,0.0
4548,f_aɪ_z,1,0,16,0.9318059948023432
4549,f_aɪ_z,2,1,16,0.9318059948023432
4550,f_aɪ_z,3,10,16,0.9318059948023432
4551,f_aɪ_z,4,5,16,0.9318059948023432
4552,f_aɪ_z,5,0,16,0.9318059948023432
4553,f_ɜː,1,392,423,0.0
4554,f_ɜː,2,31,423,0.0
4555,f_ɜː,3,0,423,0.0
4556,f_ɜː_ɜ˞,1,21,98,0.030317982547372
4557,f_ɜː_ɜ˞,2,77,98,0.030317982547372
4558,f_ɜː_ɜ˞,3,0,98,0.030317982547372
4559,f_ɜː_θ,1,1,1,0.0
4560,f_ɜː_d,1,0,55,0.3176367282312594
4561,f_ɜː_d,2,55,55,0.3176367282312594
4562,f_ɜː_d,3,0,55,0.3176367282312594
4563,f_ɜː_m,1,119,137,0.0
4564,f_ɜː_m,2,18,137,0.0
4565,f_ɜː_m,3,0,137,0.0
4566,f_ɜː_m_d,1,0,26,0.6903115090441662
4567,f_ɜː_m_d,2,26,26,0.6903115090441662
4568,f_ɜː_m_d,3,0,26,0.6903115090441662
4569,f_ɜː_m_z,1,23,29,0.6359951293669748
4570,f_ɜː_m_z,2,6,29,0.6359951293669748
4571,f_ɜː_m_z,3,0,29,0.6359951293669748
4572,f_ɜː_n,1,2,2,0.0338673693563189
4573,f_ɜː_n,2,0,2,0.0338673693563189
4574,f_ɜː_n_z,1,3,3,0.2355481345110688
4575,f_ɜː_n_z,2,0,3,0.2355481345110688
4576,f_ɜː_s_t,1,1235,1235,0.0
4577,f_ɜː_s_t,2,0,1235,0.0
4578,f_ɜː_s_t,3,0,1235,0.0
4579,f_ɜː_z,1,4,14,0.9982253065955268
4580,f_ɜː_z,2,10,14,0.9982253065955268
4581,f_ɜː_z,3,0,14,0.9982253065955268
4582,f_ɔɪ,1,7,7,0.6569991481240273
4583,f_ɔɪ_d,2,2,2,0.0338673693563189
4584,f_ɔɪ_d,4,0,2,0.0338673693563189
4585,f_ɔɪ_l,1,4,4,0.3786429146367648
4586,f_ɔɪ_l,2,0,4,0.3786429146367648
4587,f_ɔɪ_l,3,0,4,0.3786429146367648
4588,f_əʊ,1,176,191,0.0
4589,f_əʊ,2,7,191,0.0
4590,f_əʊ,3,7,191,0.0
4591,f_əʊ,4,1,191,0.0
4592,f_əʊ_k,1,19,21,0.7965445414407768
4593,f_əʊ_k,2,1,21,0.7965445414407768
4594,f_əʊ_k,3,1,21,0.7965445414407768
4595,f_əʊ_k_s,1,7,7,0.6569991481240273
4596,f_əʊ_k_s,3,0,7,0.6569991481240273
4597,f_əʊ_l,1,38,46,0.4065190906342436
4598,f_əʊ_l,2,8,46,0.4065190906342436
4599,f_əʊ_l,3,0,46,0.4065190906342436
4600,f_əʊ_l_d,1,12,19,0.846326651164806
4601,f_əʊ_l_d,2,6,19,0.846326651164806
4602,f_əʊ_l_d,3,1,19,0.846326651164806
4603,f_əʊ_l_d_z,1,7,8,0.7234184599172108
4604,f_əʊ_l_d_z,2,1,8,0.7234184599172108
4605,f_əʊ_l_d_z,3,0,8,0.7234184599172108
4606,f_əʊ_l_z,1,1,1,0.0
4607,f_əʊ_m,1,7,7,0.6569991481240273
4608,f_əʊ_n,1,81,191,0.0
4609,f_əʊ_n,2,0,191,0.0
4610,f_əʊ_n,3,110,191,0.0
4611,f_əʊ_n,4,0,191,0.0
4612,f_əʊ_n,6,0,191,0.0
4613,f_əʊ_n_d,1,15,30,0.6191322951917076
4614,f_əʊ_n_d,3,15,30,0.6191322951917076
4615,f_əʊ_n_z,1,2,15,0.9639078404721536
4616,f_əʊ_n_z,2,3,15,0.9639078404721536
4617,f_əʊ_n_z,3,10,15,0.9639078404721536
4618,f_əʊ_n_z,4,0,15,0.9639078404721536
4619,f_əʊ_n_z,6,0,15,0.9639078404721536
4620,f_əʊ_z,1,1,1,0.0
4621,f_əʊ_z,2,0,1,0.0
4622,f_əʊ_z,4,0,1,0.0
4623,f_aʊ,1,4,4,0.3786429146367648
4624,f_aʊ,2,0,4,0.3786429146367648
4625,f_aʊ_l,1,12,13,0.9649129456753878
4626,f_aʊ_l,2,1,13,0.9649129456753878
4627,f_aʊ_l,3,0,13,0.9649129456753878
4628,f_aʊ_l_z,1,1,1,0.0
4629,f_aʊ_l_z,2,0,1,0.0
4630,f_aʊ_l_z,3,0,1,0.0
4631,f_aʊ_n,1,86,87,0.0895388189317788
4632,f_aʊ_n,2,1,87,0.0895388189317788
4633,f_aʊ_n,3,0,87,0.0895388189317788
4634,f_aʊ_n_d,1,480,511,0.0
4635,f_aʊ_n_d,2,31,511,0.0
4636,f_aʊ_n_t,1,1,1,0.0
4637,f_ɪə,1,27,72,0.1836689192123973
4638,f_ɪə,2,29,72,0.1836689192123973
4639,f_ɪə,3,16,72,0.1836689192123973
4640,f_ɪə,4,0,72,0.1836689192123973
4641,f_ɪə_ɜ˞,1,155,167,0.0
4642,f_ɪə_ɜ˞,2,0,167,0.0
4643,f_ɪə_ɜ˞,3,12,167,0.0
4644,f_ɪə_ɜ˞,4,0,167,0.0
4645,f_ɪə_d,1,30,35,0.5424568268591953
4646,f_ɪə_d,3,5,35,0.5424568268591953
4647,f_ɪə_s,1,31,31,0.6028224415841186
4648,f_ɪə_z,1,34,36,0.5284444644928434
4649,f_ɪə_z,2,0,36,0.5284444644928434
4650,f_ɪə_z,3,2,36,0.5284444644928434
4651,f_ɛə,1,125,133,0.0
4652,f_ɛə,2,7,133,0.0
4653,f_ɛə,3,1,133,0.0
4654,f_ɛə_ɜ˞,1,95,233,0.0
4655,f_ɛə_ɜ˞,2,133,233,0.0
4656,f_ɛə_ɜ˞,3,5,233,0.0
4657,f_ɛə_ɜ˞,4,0,233,0.0
4658,f_ɛə_ɜ˞,7,0,233,0.0
4659,f_ɛə_z,1,7,63,0.250088231005581
4660,f_ɛə_z,2,55,63,0.250088231005581
4661,f_ɛə_z,3,1,63,0.250088231005581
4662,f_ə,1,540,1325,0.0
4663,f_ə,2,720,1325,0.0
4664,f_ə,3,62,1325,0.0
4665,f_ə,4,3,1325,0.0
4666,f_ə,6,0,1325,0.0
4667,f_ə_ɜ˞,2,195,232,0.0
4668,f_ə_ɜ˞,3,19,232,0.0
4669,f_ə_ɜ˞,4,18,232,0.0
4670,f_ə_ɜ˞,5,0,232,0.0
4671,f_ə_d,2,191,191,0.0
4672,f_ə_d,3,0,191,0.0
4673,f_ə_k,2,7,7,0.6569991481240273
4674,f_ə_l,2,4,4,0.3786429146367648
4675,f_ə_n,2,22,22,0.7734052079675909
4676,f_ə_n,3,0,22,0.7734052079675909
4677,f_ə_n_d,2,1,1,0.0
4678,f_ə_n_t,2,21,45,0.4174515300369579
4679,f_ə_n_t,3,24,45,0.4174515300369579
4680,f_ə_n_t,4,0,45,0.4174515300369579
4681,f_ə_n_t_s,2,16,27,0.6715392446185393
4682,f_ə_n_t_s,3,11,27,0.6715392446185393
4683,f_ə_n_t_s,4,0,27,0.6715392446185393
4684,f_ə_s,2,0,2,0.0338673693563189
4685,f_ə_s,3,2,2,0.0338673693563189
4686,f_ə_s,4,0,2,0.0338673693563189
4687,f_ə_s_t,2,58,58,0.2912195840865289
4688,f_ə_s_t,4,0,58,0.2912195840865289
4689,f_ə_s_t,6,0,58,0.2912195840865289
4690,f_ə_s_t_s,2,2,2,0.0338673693563189
4691,f_ə_s_t_s,4,0,2,0.0338673693563189
4692,f_ə_s_t_s,6,0,2,0.0338673693563189
4693,f_ə_t,2,136,146,0.0
4694,f_ə_t,3,10,146,0.0
4695,f_ə_t_s,2,52,53,0.3360612778790799
4696,f_ə_t_s,3,1,53,0.3360612778790799
4697,f_ə_t_s,4,0,53,0.3360612778790799
4698,f_ə_z,2,50,71,0.1906257594600482
4699,f_ə_z,3,5,71,0.1906257594600482
4700,f_ə_z,4,16,71,0.1906257594600482
4701,f_ə_z,5,0,71,0.1906257594600482
4702,f_ɛ,1,299,573,0.0
4703,f_ɛ,2,244,573,0.0
4704,f_ɛ,3,30,573,0.0
4705,f_ɛ,4,0,573,0.0
4706,f_ɛ_ɲ,1,12,12,0.9250992250719609
4707,f_ɛ_ɲ_t,1,5,7,0.6569991481240273
4708,f_ɛ_ɲ_t,2,2,7,0.6569991481240273
4709,f_ɛ_d,1,40,45,0.4174515300369579
4710,f_ɛ_d,2,3,45,0.4174515300369579
4711,f_ɛ_d,3,2,45,0.4174515300369579
4712,f_ɛ_k,1,1,287,0.0
4713,f_ɛ_k,2,267,287,0.0
4714,f_ɛ_k,3,19,287,0.0
4715,f_ɛ_k,4,0,287,0.0
4716,f_ɛ_k_t,2,196,196,0.0
4717,f_ɛ_k_t,3,0,196,0.0
4718,f_ɛ_k_t,4,0,196,0.0
4719,f_ɛ_k_t_s,2,74,74,0.1700405058959051
4720,f_ɛ_k_t_s,3,0,74,0.1700405058959051
4721,f_ɛ_k_t_s,4,0,74,0.1700405058959051
4722,f_ɛ_l,1,114,114,0.0
4723,f_ɛ_l,2,0,114,0.0
4724,f_ɛ_l_d,1,5,5,0.4896358490926503
4725,f_ɛ_l_t,1,405,406,0.0
4726,f_ɛ_l_t,2,1,406,0.0
4727,f_ɛ_l_t,3,0,406,0.0
4728,f_ɛ_l_z,1,2,2,0.0338673693563189
4729,f_ɛ_n,1,15,132,0.0
4730,f_ɛ_n,2,114,132,0.0
4731,f_ɛ_n,3,3,132,0.0
4732,f_ɛ_n,4,0,132,0.0
4733,f_ɛ_n_d,1,2,30,0.6191322951917076
4734,f_ɛ_n_d,2,28,30,0.6191322951917076
4735,f_ɛ_n_d_z,1,0,2,0.0338673693563189
4736,f_ɛ_n_d_z,2,2,2,0.0338673693563189
4737,f_ɛ_n_s,1,22,152,0.0
4738,f_ɛ_n_s,2,126,152,0.0
4739,f_ɛ_n_s,3,4,152,0.0
4740,f_ɛ_n_s,4,0,152,0.0
4741,f_ɛ_n_z,1,2,2,0.0338673693563189
4742,f_ɛ_s,2,12,12,0.9250992250719609
4743,f_ɛ_s_t,2,11,24,0.7301252296475932
4744,f_ɛ_s_t,3,13,24,0.7301252296475932
4745,f_ɛ_s_t_s,2,0,1,0.0
4746,f_ɛ_s_t_s,3,1,1,0.0
4747,f_ɛ_t,1,0,3,0.2355481345110688
4748,f_ɛ_t,2,3,3,0.2355481345110688
4749,f_ɛ_t_s,2,1,1,0.0
4750,f_n̩,2,485,485,0.0
4751,f_n̩_d,2,10,10,0.8344113943730964
4752,f_n̩_z,2,3,3,0.2355481345110688
4753,f_ɪ,1,838,2690,0.0
4754,f_ɪ,2,1286,2690,0.0
4755,f_ɪ,3,430,2690,0.0
4756,f_ɪ,4,124,2690,0.0
4757,f_ɪ,5,3,2690,0.0
4758,f_ɪ,6,9,2690,0.0
4759,f_ɪ,7,0,2690,0.0
4760,f_ɪ,8,0,2690,0.0
4761,f_ɪ_ŋ,1,142,233,0.0
4762,f_ɪ_ŋ,2,89,233,0.0
4763,f_ɪ_ŋ,3,1,233,0.0
4764,f_ɪ_ŋ,4,1,233,0.0
4765,f_ɪ_ŋ,5,0,233,0.0
4766,f_ɪ_ŋ_z,2,1,1,0.0
4767,f_ɪ_ʃ,1,173,199,0.0
4768,f_ɪ_ʃ,2,24,199,0.0
4769,f_ɪ_ʃ,3,2,199,0.0
4770,f_ɪ_ʃ_t,1,10,10,0.8344113943730964
4771,f_ɪ_ʃ_t,2,0,10,0.8344113943730964
4772,f_ɪ_dʒ,2,3,3,0.2355481345110688
