,syllable,position,frequency_pos,frequency,pval_uniform
0,ɑː,1,1003,1070,0.0
1,ɑː,2,59,1070,0.0
2,ɑː,3,8,1070,0.0
3,ɑː,4,0,1070,0.0
4,ɑː,5,0,1070,0.0
5,ɑː,7,0,1070,0.0
6,ɑː_ɲ,1,25,25,0.7098201258905722
7,ɑː_ɲ,3,0,25,0.7098201258905722
8,ɑː_ɲ,5,0,25,0.7098201258905722
9,ɑː_ɲ_t,1,5,5,0.4896358490926503
10,ɑː_ɜ˞,1,4672,4688,0.0
11,ɑː_ɜ˞,3,3,4688,0.0
12,ɑː_ɜ˞,4,13,4688,0.0
13,ɑː_f,1,1344,1344,0.0
14,ɑː_f,2,0,1344,0.0
15,ɑː_f,3,0,1344,0.0
16,ɑː_f,4,0,1344,0.0
17,ɑː_f,5,0,1344,0.0
18,ɑː_f_t,1,1,1,0.0
19,ɑː_k,1,18,20,0.8208130603464577
20,ɑː_k,3,2,20,0.8208130603464577
21,ɑː_k_s,1,1,1,0.0
22,ɑː_k_s,3,0,1,0.0
23,ɑː_m,1,130,135,0.0
24,ɑː_m,2,5,135,0.0
25,ɑː_m_d,1,38,41,0.4637552621635807
26,ɑː_m_d,2,3,41,0.4637552621635807
27,ɑː_m_z,1,149,149,0.0
28,ɑː_m_z,2,0,149,0.0
29,ɑː_m_z,3,0,149,0.0
30,ɑː_m_z,4,0,149,0.0
31,ɑː_m_z,5,0,149,0.0
32,ɑː_n,1,313,319,0.0
33,ɑː_n,2,6,319,0.0
34,ɑː_n,3,0,319,0.0
35,ɑː_n_s,2,1,1,0.0
36,ɑː_n_t,1,106,106,0.0
37,ɑː_n_t,2,0,106,0.0
38,ɑː_n_t_s,1,4,4,0.3786429146367648
39,ɑː_n_t_s,2,0,4,0.3786429146367648
40,ɑː_s,1,5,5,0.4896358490926503
41,ɑː_s,4,0,5,0.4896358490926503
42,ɑː_s_k,1,224,224,0.0
43,ɑː_s_k_s,1,44,44,0.4286296626871451
44,ɑː_s_k_t,1,465,466,0.0
45,ɑː_s_k_t,2,1,466,0.0
46,ɑː_t,1,168,168,0.0
47,ɑː_t,2,0,168,0.0
48,ɑː_t,4,0,168,0.0
49,ɑː_t_s,1,46,46,0.4065190906342436
50,ɑː_t_s,2,0,46,0.4065190906342436
51,ɑː_t_s,4,0,46,0.4065190906342436
52,ɑː_z,1,1,1,0.0
53,ɑː_z,2,0,1,0.0
54,ɔː,1,1662,1732,0.0
55,ɔː,2,68,1732,0.0
56,ɔː,3,2,1732,0.0
57,ɔː,4,0,1732,0.0
58,ɔː,5,0,1732,0.0
59,ɔː,6,0,1732,0.0
60,ɔː_ɜ˞,1,4271,4273,0.0
61,ɔː_ɜ˞,2,0,4273,0.0
62,ɔː_ɜ˞,3,1,4273,0.0
63,ɔː_ɜ˞,4,1,4273,0.0
64,ɔː_d,1,6,6,0.5803236797915148
65,ɔː_ɡ,1,4,4,0.3786429146367648
66,ɔː_ɡ,3,0,4,0.3786429146367648
67,ɔː_k,1,8,8,0.7234184599172108
68,ɔː_k,2,0,8,0.7234184599172108
69,ɔː_l,1,6568,6569,0.0
70,ɔː_l,2,1,6569,0.0
71,ɔː_l,3,0,6569,0.0
72,ɔː_l,5,0,6569,0.0
73,ɔː_t,1,99,99,0.0252681323776453
74,ɔː_z,1,3,3,0.2355481345110688
75,ɔː_z,3,0,3,0.2355481345110688
76,eɪ,1,71986,72971,0.0
77,eɪ,2,311,72971,0.0
78,eɪ,3,365,72971,0.0
79,eɪ,4,293,72971,0.0
80,eɪ,5,16,72971,0.0
81,eɪ,6,0,72971,0.0
82,eɪ,8,0,72971,0.0
83,eɪ_ɲ,1,123,2522,0.0
84,eɪ_ɲ,2,9,2522,0.0
85,eɪ_ɲ,4,2390,2522,0.0
86,eɪ_dʒ,1,251,251,0.0
87,eɪ_dʒ,2,0,251,0.0
88,eɪ_dʒ,3,0,251,0.0
89,eɪ_dʒ_d,1,33,48,0.3853496843671471
90,eɪ_dʒ_d,2,0,48,0.3853496843671471
91,eɪ_dʒ_d,3,15,48,0.3853496843671471
92,eɪ_d,1,64,65,0.2345430293078347
93,eɪ_d,2,0,65,0.2345430293078347
94,eɪ_d,3,1,65,0.2345430293078347
95,eɪ_d_z,1,11,11,0.881819246751963
96,eɪ_d_z,2,0,11,0.881819246751963
97,eɪ_d_z,3,0,11,0.881819246751963
98,eɪ_k,1,7,18,0.8732200097732894
99,eɪ_k,2,10,18,0.8732200097732894
100,eɪ_k,3,1,18,0.8732200097732894
101,eɪ_k_s,1,2,7,0.6569991481240273
102,eɪ_k_s,2,5,7,0.6569991481240273
103,eɪ_k_s,3,0,7,0.6569991481240273
104,eɪ_k_t,1,5,5,0.4896358490926503
105,eɪ_k_t,3,0,5,0.4896358490926503
106,eɪ_l,1,15,15,0.9639078404721536
107,eɪ_l,2,0,15,0.9639078404721536
108,eɪ_m,1,49,49,0.3750935278278183
109,eɪ_m_d,1,20,20,0.8208130603464577
110,eɪ_m_z,1,23,23,0.7512946359146896
111,eɪ_n,1,107,109,0.0
112,eɪ_n,2,2,109,0.0
113,eɪ_n,3,0,109,0.0
114,eɪ_n,5,0,109,0.0
115,eɪ_n_t,1,27,27,0.6715392446185393
116,eɪ_p,1,4,4,0.3786429146367648
117,eɪ_p,4,0,4,0.3786429146367648
118,eɪ_p_s,1,7,7,0.6569991481240273
119,eɪ_p_s,4,0,7,0.6569991481240273
120,eɪ_s,1,4,4,0.3786429146367648
121,eɪ_t,1,103,229,0.0
122,eɪ_t,2,60,229,0.0
123,eɪ_t,3,9,229,0.0
124,eɪ_t,4,53,229,0.0
125,eɪ_t,5,4,229,0.0
126,eɪ_t_θ,1,9,9,0.7820044449462648
127,eɪ_t_s,1,1,22,0.7734052079675909
128,eɪ_t_s,2,13,22,0.7734052079675909
129,eɪ_t_s,3,3,22,0.7734052079675909
130,eɪ_t_s,4,5,22,0.7734052079675909
131,eɪ_t_s,5,0,22,0.7734052079675909
132,eɪ_z,1,2,3,0.2355481345110688
133,eɪ_z,2,0,3,0.2355481345110688
134,eɪ_z,3,1,3,0.2355481345110688
135,eɪ_z,4,0,3,0.2355481345110688
136,aɪ,1,23777,23822,0.0
137,aɪ,2,31,23822,0.0
138,aɪ,3,11,23822,0.0
139,aɪ,4,2,23822,0.0
140,aɪ,5,1,23822,0.0
141,aɪ,6,0,23822,0.0
142,aɪ_d,1,256,262,0.0
143,aɪ_d,2,5,262,0.0
144,aɪ_d,3,1,262,0.0
145,aɪ_l,1,272,272,0.0
146,aɪ_l_z,1,10,10,0.8344113943730964
147,aɪ_m,1,672,672,0.0
148,aɪ_s,1,64,64,0.2422549042414513
149,aɪ_s,2,0,64,0.2422549042414513
150,aɪ_s_t,1,5,5,0.4896358490926503
151,aɪ_s_t,2,0,5,0.4896358490926503
152,aɪ_v,1,313,313,0.0
153,aɪ_z,1,398,398,0.0
154,aɪ_z,2,0,398,0.0
155,aɪ_z,3,0,398,0.0
156,aɪ_z,4,0,398,0.0
157,aɪ_z,5,0,398,0.0
158,aɪ_z,6,0,398,0.0
159,aɪ_z_d,4,0,5,0.4896358490926503
160,aɪ_z_d,5,0,5,0.4896358490926503
161,aɪ_z_d,6,5,5,0.4896358490926503
162,ɜː,1,997,1003,0.0
163,ɜː,2,6,1003,0.0
164,ɜː_θ,1,176,179,0.0
165,ɜː_θ,2,1,179,0.0
166,ɜː_θ,3,2,179,0.0
167,ɜː_θ_s,1,1,1,0.0
168,ɜː_θ_s,2,0,1,0.0
169,ɜː_dʒ,1,21,21,0.7965445414407768
170,ɜː_dʒ_d,1,20,20,0.8208130603464577
171,ɜː_k,1,1,1,0.0
172,ɜː_l,1,15,15,0.9639078404721536
173,ɜː_l_z,1,1,1,0.0
174,ɜː_n,1,23,23,0.7512946359146896
175,ɜː_n,2,0,23,0.7512946359146896
176,ɜː_n,4,0,23,0.7512946359146896
177,ɜː_n_d,1,20,23,0.7512946359146896
178,ɜː_n_d,2,3,23,0.7512946359146896
179,ɜː_n_z,1,4,4,0.3786429146367648
180,ɜː_n_z,2,0,4,0.3786429146367648
181,ɔɪ,1,12,12,0.9250992250719609
182,ɔɪ,2,0,12,0.9250992250719609
183,ɔɪ_l,1,125,125,0.0
184,ɔɪ_l,2,0,125,0.0
185,ɔɪ_l,3,0,125,0.0
186,ɔɪ_l,4,0,125,0.0
187,ɔɪ_l_d,1,5,5,0.4896358490926503
188,ɔɪ_l_d,2,0,5,0.4896358490926503
189,ɔɪ_l_z,1,5,5,0.4896358490926503
190,ɔɪ_l_z,3,0,5,0.4896358490926503
191,ɔɪ_l_z,4,0,5,0.4896358490926503
192,ɔɪ_n_t,1,4,4,0.3786429146367648
193,əʊ,1,3117,5824,0.0
194,əʊ,2,125,5824,0.0
195,əʊ,3,177,5824,0.0
196,əʊ,4,12,5824,0.0
197,əʊ,5,2392,5824,0.0
198,əʊ,6,1,5824,0.0
199,əʊ_ð_z,1,1,1,0.0
200,əʊ_θ,1,5,5,0.4896358490926503
201,əʊ_θ,5,0,5,0.4896358490926503
202,əʊ_d,1,11,11,0.881819246751963
203,əʊ_d,2,0,11,0.881819246751963
204,əʊ_d,3,0,11,0.881819246751963
205,əʊ_f,1,1,1,0.0
206,əʊ_k,1,14,14,0.9982253065955268
207,əʊ_k,2,0,14,0.9982253065955268
208,əʊ_k_s,1,3,3,0.2355481345110688
209,əʊ_k_s,2,0,3,0.2355481345110688
210,əʊ_l,1,116,117,0.0
211,əʊ_l,2,1,117,0.0
212,əʊ_l,3,0,117,0.0
213,əʊ_l,5,0,117,0.0
214,əʊ_l_d,1,760,762,0.0
215,əʊ_l_d,2,2,762,0.0
216,əʊ_m_z,1,1,1,0.0
217,əʊ_n,1,2667,2667,0.0
218,əʊ_n,2,0,2667,0.0
219,əʊ_n,5,0,2667,0.0
220,əʊ_n_d,1,35,35,0.5424568268591953
221,əʊ_n_d,2,0,35,0.5424568268591953
222,əʊ_n_z,1,11,11,0.881819246751963
223,əʊ_n_z,2,0,11,0.881819246751963
224,əʊ_p,1,33,33,0.5717244428128412
225,əʊ_p,2,0,33,0.5717244428128412
226,əʊ_s,3,3,3,0.2355481345110688
227,əʊ_t,1,2,2,0.0338673693563189
228,əʊ_t_s,1,5,5,0.4896358490926503
229,əʊ_z,1,5,23,0.7512946359146896
230,əʊ_z,2,0,23,0.7512946359146896
231,əʊ_z,3,16,23,0.7512946359146896
232,əʊ_z,4,2,23,0.7512946359146896
233,əʊ_z,5,0,23,0.7512946359146896
234,aʊ,1,1809,1815,0.0
235,aʊ,2,6,1815,0.0
236,aʊ,3,0,1815,0.0
237,aʊ,4,0,1815,0.0
238,aʊ_l,1,3,3,0.2355481345110688
239,aʊ_l,2,0,3,0.2355481345110688
240,aʊ_l_z,1,4,4,0.3786429146367648
241,aʊ_l_z,2,0,4,0.3786429146367648
242,aʊ_n,1,9,9,0.7820044449462648
243,aʊ_n,3,0,9,0.7820044449462648
244,aʊ_n_s,1,14,14,0.9982253065955268
245,aʊ_n_s,3,0,14,0.9982253065955268
246,aʊ_t,1,3073,3211,0.0
247,aʊ_t,2,137,3211,0.0
248,aʊ_t,3,1,3211,0.0
249,aʊ_t,4,0,3211,0.0
250,aʊ_t,5,0,3211,0.0
251,aʊ_t_s,1,1,8,0.7234184599172108
252,aʊ_t_s,2,7,8,0.7234184599172108
253,aʊ_t_s,3,0,8,0.7234184599172108
254,aʊ_t_s,5,0,8,0.7234184599172108
255,ɪə,1,39,39,0.4886307438894163
256,ɪə,2,0,39,0.4886307438894163
257,ɪə,3,0,39,0.4886307438894163
258,ɪə_ɜ˞,1,42,44,0.4286296626871451
259,ɪə_ɜ˞,2,2,44,0.4286296626871451
260,ɪə_ɜ˞,3,0,44,0.4286296626871451
261,ɪə_d,1,0,1,0.0
262,ɪə_d,2,1,1,0.0
263,ɪə_z,1,46,46,0.4065190906342436
264,ɪə_z,2,0,46,0.4065190906342436
265,ɛə,1,549,553,0.0
266,ɛə,2,0,553,0.0
267,ɛə,3,4,553,0.0
268,ɛə_ɜ˞,1,259,264,0.0
269,ɛə_ɜ˞,2,0,264,0.0
270,ɛə_ɜ˞,3,4,264,0.0
271,ɛə_ɜ˞,4,1,264,0.0
272,ɛə_ʒ,3,1,1,0.0
273,ɛə_z,1,5,5,0.4896358490926503
274,ɛə_z,3,0,5,0.4896358490926503
275,ɛə_z,4,0,5,0.4896358490926503
276,ʊə,1,1,1,0.0
277,ə,1,16789,19566,0.0
278,ə,2,1261,19566,0.0
279,ə,3,1228,19566,0.0
280,ə,4,211,19566,0.0
281,ə,5,76,19566,0.0
282,ə,6,1,19566,0.0
283,ə,7,0,19566,0.0
284,ə,8,0,19566,0.0
285,ə,9,0,19566,0.0
286,ə_ɜ˞,1,10,3164,0.0
287,ə_ɜ˞,2,2725,3164,0.0
288,ə_ɜ˞,3,401,3164,0.0
289,ə_ɜ˞,4,26,3164,0.0
290,ə_ɜ˞,5,0,3164,0.0
291,ə_ɜ˞,6,2,3164,0.0
292,ə_ɜ˞,7,0,3164,0.0
293,ə_b,1,458,463,0.0
294,ə_b,2,5,463,0.0
295,ə_b,5,0,463,0.0
296,ə_b,6,0,463,0.0
297,ə_d,1,715,1152,0.0
298,ə_d,2,192,1152,0.0
299,ə_d,3,245,1152,0.0
300,ə_d,4,0,1152,0.0
301,ə_d_z,2,11,15,0.9639078404721536
302,ə_d_z,3,4,15,0.9639078404721536
303,ə_d_z,4,0,15,0.9639078404721536
304,ə_ɡ,2,22,22,0.7734052079675909
305,ə_k,1,337,338,0.0
306,ə_k,4,1,338,0.0
307,ə_l,1,20,391,0.0
308,ə_l,2,267,391,0.0
309,ə_l,3,99,391,0.0
310,ə_l,4,1,391,0.0
311,ə_l,5,4,391,0.0
312,ə_l,6,0,391,0.0
313,ə_l_d,2,7,8,0.7234184599172108
314,ə_l_d,3,1,8,0.7234184599172108
315,ə_l_d,4,0,8,0.7234184599172108
316,ə_l_z,2,33,37,0.5148160511763513
317,ə_l_z,3,4,37,0.5148160511763513
318,ə_l_z,4,0,37,0.5148160511763513
319,ə_l_z,6,0,37,0.5148160511763513
320,ə_m,1,28,28,0.6534497613150807
321,ə_m,2,0,28,0.6534497613150807
322,ə_m,3,0,28,0.6534497613150807
323,ə_m,4,0,28,0.6534497613150807
324,ə_m,5,0,28,0.6534497613150807
325,ə_m_f,2,26,26,0.6903115090441662
326,ə_m_f_s,2,3,3,0.2355481345110688
327,ə_n,1,579,955,0.0
328,ə_n,2,251,955,0.0
329,ə_n,3,24,955,0.0
330,ə_n,4,101,955,0.0
331,ə_n,5,0,955,0.0
332,ə_n,6,0,955,0.0
333,ə_n_s,2,91,162,0.0
334,ə_n_s,3,68,162,0.0
335,ə_n_s,4,3,162,0.0
336,ə_n_s,5,0,162,0.0
337,ə_n_s,6,0,162,0.0
338,ə_n_t,2,61,75,0.1633638154553763
339,ə_n_t,3,12,75,0.1633638154553763
340,ə_n_t,4,2,75,0.1633638154553763
341,ə_n_t_s,2,23,23,0.7512946359146896
342,ə_n_t_s,3,0,23,0.7512946359146896
343,ə_n_z,2,16,32,0.5870304495218972
344,ə_n_z,3,1,32,0.5870304495218972
345,ə_n_z,4,15,32,0.5870304495218972
346,ə_n_z,5,0,32,0.5870304495218972
347,ə_s,1,7,35,0.5424568268591953
348,ə_s,2,21,35,0.5424568268591953
349,ə_s,3,1,35,0.5424568268591953
350,ə_s,4,6,35,0.5424568268591953
351,ə_s_t,2,5,6,0.5803236797915148
352,ə_s_t,3,1,6,0.5803236797915148
353,ə_t,1,22,257,0.0
354,ə_t,2,211,257,0.0
355,ə_t,3,2,257,0.0
356,ə_t,4,15,257,0.0
357,ə_t,5,7,257,0.0
358,ə_t_s,2,16,21,0.7965445414407768
359,ə_t_s,3,0,21,0.7965445414407768
360,ə_t_s,4,5,21,0.7965445414407768
361,ə_v,1,15,19,0.846326651164806
362,ə_v,2,3,19,0.846326651164806
363,ə_v,3,1,19,0.846326651164806
364,ə_z,2,502,691,0.0
365,ə_z,3,173,691,0.0
366,ə_z,4,14,691,0.0
367,ə_z,5,0,691,0.0
368,ə_z,6,2,691,0.0
369,ə_z,7,0,691,0.0
370,ð_ɔː_l,2,0,1,0.0
371,ð_ɔː_l,3,1,1,0.0
372,ð_eɪ,1,5162,5162,0.0
373,ð_eɪ_d,1,56,56,0.3086742160346345
374,ð_eɪ_v,1,63,63,0.250088231005581
375,ð_aɪ,1,12,12,0.9250992250719609
376,ð_aɪ_n,1,2,2,0.0338673693563189
377,ð_əʊ,1,627,929,0.0
378,ð_əʊ,2,302,929,0.0
379,ð_əʊ_z,1,882,882,0.0
380,ð_aʊ,1,13,13,0.9649129456753878
381,ð_aʊ_t,2,581,581,0.0
382,ð_aʊ_t,3,0,581,0.0
383,ð_aʊ_t,4,0,581,0.0
384,ð_aʊ_t,5,0,581,0.0
385,ð_ɛə,1,3132,3132,0.0
386,ð_ɛə_ɜ˞,1,3353,3353,0.0
387,ð_ɛə_d,1,6,6,0.5803236797915148
388,ð_ɛə_l,1,9,9,0.7820044449462648
389,ð_ɛə_v,1,1,1,0.0
390,ð_ɛə_z,1,293,293,0.0
391,ð_ə,2,223,288,0.0
392,ð_ə,3,64,288,0.0
393,ð_ə,4,1,288,0.0
394,ð_ə,5,0,288,0.0
395,ð_ə,6,0,288,0.0
396,ð_ə_ɜ˞,2,4177,5339,0.0
397,ð_ə_ɜ˞,3,1115,5339,0.0
398,ð_ə_ɜ˞,4,47,5339,0.0
399,ð_ə_ɜ˞,5,0,5339,0.0
400,ð_ə_ɜ˞,6,0,5339,0.0
401,ð_ə_d,2,80,80,0.1312619697855658
402,ð_ə_d,3,0,80,0.1312619697855658
403,ð_ə_m,1,334,358,0.0
404,ð_ə_m,2,24,358,0.0
405,ð_ə_m,4,0,358,0.0
406,ð_ə_m_z,2,7,8,0.7234184599172108
407,ð_ə_m_z,4,1,8,0.7234184599172108
408,ð_ə_n,2,44,44,0.4286296626871451
409,ð_ə_z,2,481,486,0.0
410,ð_ə_z,3,5,486,0.0
411,ð_ə_z,4,0,486,0.0
412,ð_ɛ_m,1,2347,2347,0.0
413,ð_ɛ_n,1,1881,1881,0.0
414,ð_ɛ_n,2,0,1881,0.0
415,ð_ɛ_n_s,1,5,5,0.4896358490926503
416,ð_n̩,2,55,55,0.3176367282312594
417,ð_ɪ,1,2,31,0.6028224415841186
418,ð_ɪ,2,25,31,0.6028224415841186
419,ð_ɪ,3,4,31,0.6028224415841186
420,ð_ɪ,4,0,31,0.6028224415841186
421,ð_ɪ_ŋ,2,104,105,0.0
422,ð_ɪ_ŋ,3,1,105,0.0
423,ð_ɪ_ŋ,4,0,105,0.0
424,ð_ɪ_n,2,292,292,0.0
425,ð_ɪ_s,1,4734,4734,0.0
426,ð_ɪ_s_t,2,5,5,0.4896358490926503
427,ð_ɪ_z,2,1,1,0.0
428,ð_l̩,3,1,1,0.0
429,ð_ʌ_s,1,179,179,0.0
430,ð_iː,1,60967,60967,0.0
431,ð_iː,4,0,60967,0.0
432,ð_iː_z,1,1265,1265,0.0
433,ð_ɻ_ə_n,2,2,2,0.0338673693563189
434,ð_æ,1,12,12,0.9250992250719609
435,ð_æ_n,1,1657,1657,0.0
436,ð_æ_n,3,0,1657,0.0
437,ð_æ_t,1,12118,12118,0.0
438,ð_æ_t,2,0,12118,0.0
439,ð_æ_t,3,0,12118,0.0
440,ð_æ_t,4,0,12118,0.0
441,ð_æ_t_s,1,517,517,0.0
442,ɛ,1,5377,6165,0.0
443,ɛ,2,772,6165,0.0
444,ɛ,3,16,6165,0.0
445,ɛ,4,0,6165,0.0
446,ɛ,6,0,6165,0.0
447,ɛ_ɲ_t,1,5,5,0.4896358490926503
448,ɛ_θ,1,11,11,0.881819246751963
449,ɛ_dʒ,1,76,77,0.1502734291998825
450,ɛ_dʒ,2,1,77,0.1502734291998825
451,ɛ_dʒ,3,0,77,0.1502734291998825
452,ɛ_dʒ_d,1,5,7,0.6569991481240273
453,ɛ_dʒ_d,2,1,7,0.6569991481240273
454,ɛ_dʒ_d,3,1,7,0.6569991481240273
455,ɛ_b,1,3,3,0.2355481345110688
456,ɛ_d,2,1,1,0.0
457,ɛ_f,1,122,127,0.0
458,ɛ_f,2,0,127,0.0
459,ɛ_f,3,5,127,0.0
460,ɛ_ɡ,1,49,49,0.3750935278278183
461,ɛ_ɡ,2,0,49,0.3750935278278183
462,ɛ_ɡ_z,1,49,49,0.3750935278278183
463,ɛ_ɡ_z,2,0,49,0.3750935278278183
464,ɛ_k,1,713,724,0.0
465,ɛ_k,2,11,724,0.0
466,ɛ_k,3,0,724,0.0
467,ɛ_k,4,0,724,0.0
468,ɛ_k_s,1,134,135,0.0
469,ɛ_k_s,2,1,135,0.0
470,ɛ_l,1,474,482,0.0
471,ɛ_l,2,8,482,0.0
472,ɛ_l,3,0,482,0.0
473,ɛ_l,6,0,482,0.0
474,ɛ_l_k,1,2,2,0.0338673693563189
475,ɛ_l_m,1,7,7,0.6569991481240273
476,ɛ_l_m,2,0,7,0.6569991481240273
477,ɛ_l_m_z,1,3,3,0.2355481345110688
478,ɛ_l_m_z,2,0,3,0.2355481345110688
479,ɛ_l_s,1,320,320,0.0
480,ɛ_l_z,1,1,1,0.0
481,ɛ_l_z,2,0,1,0.0
482,ɛ_m,1,512,962,0.0
483,ɛ_m,2,450,962,0.0
484,ɛ_m,3,0,962,0.0
485,ɛ_m,4,0,962,0.0
486,ɛ_m_p,1,103,104,0.0007604184832742
487,ɛ_m_p,2,1,104,0.0007604184832742
488,ɛ_m_p,4,0,104,0.0007604184832742
489,ɛ_n,1,745,826,0.0
490,ɛ_n,2,35,826,0.0
491,ɛ_n,3,46,826,0.0
492,ɛ_n,4,0,826,0.0
493,ɛ_n,6,0,826,0.0
494,ɛ_n,7,0,826,0.0
495,ɛ_n_d,1,502,534,0.0
496,ɛ_n_d,2,32,534,0.0
497,ɛ_n_d,4,0,534,0.0
498,ɛ_n_d_z,1,42,50,0.3650445806101261
499,ɛ_n_d_z,2,8,50,0.3650445806101261
500,ɛ_n_d_z,3,0,50,0.3650445806101261
501,ɛ_n_t,3,2,2,0.0338673693563189
502,ɛ_n_z,1,1,1,0.0
503,ɛ_n_z,2,0,1,0.0
504,ɛ_n_z,4,0,1,0.0
505,ɛ_p,1,0,1,0.0
506,ɛ_p,2,1,1,0.0
507,ɛ_p_t,2,2,2,0.0338673693563189
508,ɛ_s,1,688,1710,0.0
509,ɛ_s,2,1003,1710,0.0
510,ɛ_s,3,19,1710,0.0
511,ɛ_s_k,3,1,1,0.0
512,ɛ_s_p,1,1,1,0.0
513,ɛ_s_t,1,5,5,0.4896358490926503
514,ɛ_s_t,2,0,5,0.4896358490926503
515,ɛ_s_t,3,0,5,0.4896358490926503
516,ɛ_t,1,40,44,0.4286296626871451
517,ɛ_t,2,1,44,0.4286296626871451
518,ɛ_t,3,3,44,0.4286296626871451
519,ɛ_t_s,2,1,10,0.8344113943730964
520,ɛ_t_s,3,9,10,0.8344113943730964
521,n̩,2,4,4,0.3786429146367648
522,ɪ,1,4969,5283,0.0
523,ɪ,2,156,5283,0.0
524,ɪ,3,120,5283,0.0
525,ɪ,4,20,5283,0.0
526,ɪ,5,18,5283,0.0
527,ɪ,6,0,5283,0.0
528,ɪ,8,0,5283,0.0
529,ɪ_ɲ,1,1,1,0.0
530,ɪ_ŋ,1,379,5063,0.0
531,ɪ_ŋ,2,3475,5063,0.0
532,ɪ_ŋ,3,1040,5063,0.0
533,ɪ_ŋ,4,153,5063,0.0
534,ɪ_ŋ,5,16,5063,0.0
535,ɪ_ŋ,6,0,5063,0.0
536,ɪ_ŋ_k,1,12,12,0.9250992250719609
537,ɪ_ŋ_k,3,0,12,0.9250992250719609
538,ɪ_ŋ_k_s,1,1,1,0.0
539,ɪ_ŋ_k_s,3,0,1,0.0
540,ɪ_ŋ_z,2,63,86,0.0952892410051999
541,ɪ_ŋ_z,3,23,86,0.0952892410051999
542,ɪ_ŋ_z,4,0,86,0.0952892410051999
543,ɪ_ŋ_z,5,0,86,0.0952892410051999
544,ɪ_ʃ,2,58,65,0.2345430293078347
545,ɪ_ʃ,3,7,65,0.2345430293078347
546,ɪ_ʃ,5,0,65,0.2345430293078347
547,ɪ_dʒ,2,15,25,0.7098201258905722
548,ɪ_dʒ,3,10,25,0.7098201258905722
549,ɪ_d,1,5,20,0.8208130603464577
550,ɪ_d,2,14,20,0.8208130603464577
551,ɪ_d,3,1,20,0.8208130603464577
552,ɪ_d_z,2,3,3,0.2355481345110688
553,ɪ_f,1,3006,3006,0.0
554,ɪ_f,2,0,3006,0.0
555,ɪ_ɡ,1,1200,1207,0.0
556,ɪ_ɡ,2,7,1207,0.0
557,ɪ_ɡ,6,0,1207,0.0
558,ɪ_k,1,2472,2537,0.0
559,ɪ_k,2,42,2537,0.0
560,ɪ_k,3,22,2537,0.0
561,ɪ_k,4,1,2537,0.0
562,ɪ_k,5,0,2537,0.0
563,ɪ_k,6,0,2537,0.0
564,ɪ_k_s,1,139,141,0.0
565,ɪ_k_s,2,1,141,0.0
566,ɪ_k_s,3,1,141,0.0
567,ɪ_k_s,4,0,141,0.0
568,ɪ_k_s,5,0,141,0.0
569,ɪ_l,1,101,101,0.0153196813658501
570,ɪ_l,3,0,101,0.0153196813658501
571,ɪ_l_k,1,1,1,0.0
572,ɪ_l_z,1,3,3,0.2355481345110688
573,ɪ_m,1,1677,1768,0.0
574,ɪ_m,2,91,1768,0.0
575,ɪ_m,3,0,1768,0.0
576,ɪ_m_p,1,1,1,0.0
577,ɪ_m_z,2,10,10,0.8344113943730964
578,ɪ_m_z,3,0,10,0.8344113943730964
579,ɪ_n,1,29702,29906,0.0
580,ɪ_n,2,136,29906,0.0
581,ɪ_n,3,68,29906,0.0
582,ɪ_n,4,0,29906,0.0
583,ɪ_n,5,0,29906,0.0
584,ɪ_n,6,0,29906,0.0
585,ɪ_n,7,0,29906,0.0
586,ɪ_n_ɲ,1,24,24,0.7301252296475932
587,ɪ_n_d,2,15,15,0.9639078404721536
588,ɪ_n_s,1,4,4,0.3786429146367648
589,ɪ_n_z,1,2,18,0.8732200097732894
590,ɪ_n_z,2,13,18,0.8732200097732894
591,ɪ_n_z,3,3,18,0.8732200097732894
592,ɪ_s,1,0,13,0.9649129456753878
593,ɪ_s,2,13,13,0.9649129456753878
594,ɪ_s,3,0,13,0.9649129456753878
595,ɪ_s_t,2,59,132,0.0
596,ɪ_s_t,3,65,132,0.0
597,ɪ_s_t,4,6,132,0.0
598,ɪ_s_t,5,2,132,0.0
599,ɪ_s_t,6,0,132,0.0
600,ɪ_s_t_s,2,1,15,0.9639078404721536
601,ɪ_s_t_s,3,6,15,0.9639078404721536
602,ɪ_s_t_s,4,2,15,0.9639078404721536
603,ɪ_s_t_s,5,6,15,0.9639078404721536
604,ɪ_s_t_s,6,0,15,0.9639078404721536
605,ɪ_t,1,11477,11504,0.0
606,ɪ_t,2,19,11504,0.0
607,ɪ_t,3,8,11504,0.0
608,ɪ_t,4,0,11504,0.0
609,ɪ_t,5,0,11504,0.0
610,ɪ_t_s,1,2649,2659,0.0
611,ɪ_t_s,2,9,2659,0.0
612,ɪ_t_s,3,1,2659,0.0
613,ɪ_t_s,4,0,2659,0.0
614,ɪ_t_s,5,0,2659,0.0
615,ɪ_z,1,9516,9517,0.0
616,ɪ_z,2,1,9517,0.0
617,ɲ_ɑː,1,111,114,0.0
618,ɲ_ɑː,2,3,114,0.0
619,ɲ_ɑː,3,0,114,0.0
620,ɲ_ɑː,4,0,114,0.0
621,ɲ_ɑː_dʒ,1,74,81,0.1250829341833433
622,ɲ_ɑː_dʒ,2,7,81,0.1250829341833433
623,ɲ_ɑː_dʒ,3,0,81,0.1250829341833433
