,syllable,frequency,pval_uniform
2797,f_ɔː_s_t,110,0.0
2798,f_ɔː_t,74,0.17004050589590514
2799,f_ɔː_t_s,2,0.033867369356318955
2800,f_ɔː_z,6,0.5803236797915148
2801,f_eɪ,553,0.0
2802,f_eɪ_θ,76,0.15677556060391384
2803,f_eɪ_θ_s,1,0.0
2804,f_eɪ_d,8,0.7234184599172108
2805,f_eɪ_d_z,2,0.033867369356318955
2806,f_eɪ_k,7,0.6569991481240273
2807,f_eɪ_k_s,1,0.0
2809,f_eɪ_l,36,0.5284444644928434
2810,f_eɪ_l_d,80,0.1312619697855658
2811,f_eɪ_l_z,14,0.9982253065955268
2812,f_eɪ_m,10,0.8344113943730964
2813,f_eɪ_m_d,2,0.033867369356318955
2815,f_eɪ_n,15,0.9639078404721537
2817,f_eɪ_n_t,45,0.4174515300369579
2820,f_eɪ_s,452,0.0
2821,f_eɪ_s_t,45,0.4174515300369579
2822,f_eɪ_t,41,0.46375526216358076
2823,f_eɪ_t_s,5,0.48963584909265034
2824,f_eɪ_z,36,0.5284444644928434
2825,f_eɪ_z_d,5,0.48963584909265034
2826,f_aɪ,1064,0.0
2827,f_aɪ_d,242,0.0
2829,f_aɪ_f,1,0.0
2831,f_aɪ_l,39,0.4886307438894163
2832,f_aɪ_l_d,10,0.8344113943730964
2833,f_aɪ_l_z,15,0.9639078404721537
2834,f_aɪ_n,264,0.0
2835,f_aɪ_n_d,586,0.0
2836,f_aɪ_n_d_z,36,0.5284444644928434
2837,f_aɪ_n_z,13,0.9649129456753878
2838,f_aɪ_s,24,0.7301252296475932
2839,f_aɪ_s_t,5,0.48963584909265034
2840,f_aɪ_t,99,0.025268132377645358
2841,f_aɪ_t_s,8,0.7234184599172108
2842,f_aɪ_v,299,0.0
2843,f_aɪ_v_z,1,0.0
2844,f_aɪ_z,16,0.9318059948023432
2846,f_ɜː,423,0.0
2847,f_ɜː_ɜ˞,98,0.030317982547372058
2848,f_ɜː_θ,1,0.0
2850,f_ɜː_d,55,0.31763672823125944
2854,f_ɜː_m,137,0.0
2855,f_ɜː_m_d,26,0.6903115090441662
2856,f_ɜː_m_z,29,0.6359951293669748
2857,f_ɜː_n,2,0.033867369356318955
2858,f_ɜː_n_z,3,0.23554813451106882
2859,f_ɜː_s_t,1235,0.0
2861,f_ɜː_z,14,0.9982253065955268
2862,f_ɔɪ,7,0.6569991481240273
2863,f_ɔɪ_d,2,0.033867369356318955
2864,f_ɔɪ_l,4,0.3786429146367648
2869,f_əʊ,191,0.0
2872,f_əʊ_k,21,0.7965445414407768
2873,f_əʊ_k_s,7,0.6569991481240273
2874,f_əʊ_l,46,0.40651909063424363
2875,f_əʊ_l_d,19,0.846326651164806
2876,f_əʊ_l_d_z,8,0.7234184599172108
2877,f_əʊ_l_z,1,0.0
2878,f_əʊ_m,7,0.6569991481240273
2881,f_əʊ_n,191,0.0
2882,f_əʊ_n_d,30,0.6191322951917076
2883,f_əʊ_n_z,15,0.9639078404721537
2884,f_əʊ_z,1,0.0
2886,f_aʊ,4,0.3786429146367648
2887,f_aʊ_l,13,0.9649129456753878
2889,f_aʊ_l_z,1,0.0
2890,f_aʊ_n,87,0.08953881893177884
2891,f_aʊ_n_d,511,0.0
2893,f_aʊ_n_t,1,0.0
2895,f_ɪə,72,0.18366891921239736
2896,f_ɪə_ɜ˞,167,0.0
2897,f_ɪə_d,35,0.5424568268591953
2899,f_ɪə_s,31,0.6028224415841186
2900,f_ɪə_z,36,0.5284444644928434
2901,f_ɛə,133,0.0
2902,f_ɛə_ɜ˞,233,0.0
2904,f_ɛə_z,63,0.250088231005581
2905,f_ə,1325,0.0
2906,f_ə_ɜ˞,232,0.0
2907,f_ə_d,191,0.0
2908,f_ə_k,7,0.6569991481240273
2909,f_ə_l,4,0.3786429146367648
2912,f_ə_n,22,0.7734052079675909
2913,f_ə_n_d,1,0.0
2914,f_ə_n_t,45,0.4174515300369579
2915,f_ə_n_t_s,27,0.6715392446185393
2916,f_ə_s,2,0.033867369356318955
2917,f_ə_s_t,58,0.2912195840865289
2918,f_ə_s_t_s,2,0.033867369356318955
2919,f_ə_t,146,0.0
2920,f_ə_t_s,53,0.3360612778790799
2921,f_ə_z,71,0.19062575946004823
2922,f_ɛ,573,0.0
2923,f_ɛ_ɲ,12,0.9250992250719607
2924,f_ɛ_ɲ_t,7,0.6569991481240273
2925,f_ɛ_d,45,0.4174515300369579
2926,f_ɛ_k,287,0.0
2927,f_ɛ_k_t,196,0.0
2928,f_ɛ_k_t_s,74,0.17004050589590514
2929,f_ɛ_l,114,0.0
2930,f_ɛ_l_d,5,0.48963584909265034
2931,f_ɛ_l_t,406,0.0
2932,f_ɛ_l_z,2,0.033867369356318955
2934,f_ɛ_n,132,0.0
2935,f_ɛ_n_d,30,0.6191322951917076
2936,f_ɛ_n_d_z,2,0.033867369356318955
2937,f_ɛ_n_s,152,0.0
2939,f_ɛ_n_z,2,0.033867369356318955
2940,f_ɛ_s,12,0.9250992250719607
2941,f_ɛ_s_t,24,0.7301252296475932
2942,f_ɛ_s_t_s,1,0.0
2943,f_ɛ_t,3,0.23554813451106882
2944,f_ɛ_t_s,1,0.0
2946,f_n̩,485,0.0
2947,f_n̩_d,10,0.8344113943730964
2948,f_n̩_z,3,0.23554813451106882
2949,f_ɪ,2690,0.0
2950,f_ɪ_ŋ,233,0.0
2953,f_ɪ_ŋ_z,1,0.0
2954,f_ɪ_ʃ,199,0.0
2955,f_ɪ_ʃ_t,10,0.8344113943730964
2956,f_ɪ_dʒ,3,0.23554813451106882
2961,f_ɪ_d_z,1,0.0
2962,f_ɪ_f,161,0.0
2963,f_ɪ_f_θ,27,0.6715392446185393
2964,f_ɪ_f_θ_s,2,0.033867369356318955
2965,f_ɪ_ɡ,6,0.5803236797915148
2966,f_ɪ_ɡ_z,2,0.033867369356318955
2967,f_ɪ_k,257,0.0
2968,f_ɪ_k_s,27,0.6715392446185393
2969,f_ɪ_k_s_t,56,0.3086742160346345
2970,f_ɪ_k_t,133,0.0
2972,f_ɪ_l,109,0.0
2975,f_ɪ_l_θ,6,0.5803236797915148
2976,f_ɪ_l_d,90,0.07267598475651182
2977,f_ɪ_l_m,92,0.06174354535379756
2978,f_ɪ_l_m_d,5,0.48963584909265034
2979,f_ɪ_l_m_z,30,0.6191322951917076
2980,f_ɪ_l_z,6,0.5803236797915148
2982,f_ɪ_n,21,0.7965445414407768
2983,f_ɪ_n_ɲ,1,0.0
2984,f_ɪ_n_z,9,0.7820044449462648
2985,f_ɪ_s,360,0.0
2986,f_ɪ_s_t,29,0.6359951293669748
2987,f_ɪ_s_t_s,10,0.8344113943730964
2988,f_ɪ_t,228,0.0
2989,f_ɪ_t_s,115,0.0
2990,f_ɪ_z,10,0.8344113943730964
2992,f_l̩,39,0.4886307438894163
2993,f_l̩_d,26,0.6903115090441662
2994,f_l̩_z,11,0.881819246751963
2995,f_ɒ,9042,0.0
2999,f_ɒ_ɡ,9,0.7820044449462648
3001,f_ɒ_ɡ_z,1,0.0
3002,f_ɒ_k,7,0.6569991481240273
3003,f_ɒ_k_s,10,0.8344113943730964
3005,f_ɒ_n,6,0.5803236797915148
3006,f_ɒ_n_d,27,0.6715392446185393
3007,f_ɒ_n_t,1,0.0
3011,f_ɒ_s,9,0.7820044449462648
3013,f_ʊ,272,0.0
3014,f_ʊ_l,1266,0.0
3016,f_ʊ_l_z,8,0.7234184599172108
3017,f_ʊ_t,194,0.0
3019,f_ʌ,79,0.13751873114298863
3020,f_ʌ_ŋ,9,0.7820044449462648
3021,f_ʌ_ŋ_k,112,0.0
3023,f_ʌ_ŋ_k_t,1,0.0
3024,f_ʌ_dʒ,1,0.0
3028,f_ʌ_k,12,0.9250992250719607
3031,f_ʌ_l,81,0.12508293418334337
3032,f_ʌ_m,8,0.7234184599172108
3033,f_ʌ_n,107,0.0
3034,f_ʌ_n_d,24,0.7301252296475932
3035,f_ʌ_n_d_z,33,0.5717244428128412
3036,f_ʌ_s,16,0.9318059948023432
3041,f_ʌ_z,2,0.033867369356318955
3043,f_iː,611,0.0
3045,f_iː_d,55,0.31763672823125944
3046,f_iː_d_z,7,0.6569991481240273
3049,f_iː_l,375,0.0
3050,f_iː_l_d,151,0.0
3051,f_iː_l_d_z,71,0.19062575946004823
3052,f_iː_l_z,51,0.35519463558328435
3056,f_iː_n,4,0.3786429146367648
3057,f_iː_n_d,1,0.0
3058,f_iː_n_d_z,1,0.0
3060,f_iː_s_t,11,0.881819246751963
3061,f_iː_s_t_s,3,0.23554813451106882
3062,f_iː_t,264,0.0
3063,f_iː_t_s,5,0.48963584909265034
3064,f_iː_z,19,0.846326651164806
3067,f_j_ʊə,51,0.35519463558328435
3068,f_j_ʊə_ɜ˞,1,0.0
3070,f_j_ʊə_l,45,0.4174515300369579
3072,f_j_ʊə_l_z,16,0.9318059948023432
3075,f_j_ʊ,22,0.7734052079675909
3076,f_j_uː,966,0.0
3077,f_j_uː_dʒ,14,0.9982253065955268
3078,f_j_uː_d,1,0.0
3079,f_j_uː_d_z,1,0.0
3080,f_j_uː_ɡ,1,0.0
3082,f_j_uː_k_s,1,0.0
3083,f_j_uː_m,6,0.5803236797915148
3085,f_j_uː_m_z,8,0.7234184599172108
3086,f_j_uː_s,7,0.6569991481240273
3087,f_j_uː_t,4,0.3786429146367648
3089,f_j_uː_z,41,0.46375526216358076
3090,f_j_uː_z_d,92,0.06174354535379756
3092,f_l_ɑː_ʒ,2,0.033867369356318955
3094,f_l_ɑː_s_k,4,0.3786429146367648
3095,f_l_ɑː_s_k_s,1,0.0
3096,f_l_ɔː,41,0.46375526216358076
3097,f_l_ɔː_ɜ˞,161,0.0
3098,f_l_ɔː_d,5,0.48963584909265034
3099,f_l_ɔː_n,1,0.0
3102,f_l_ɔː_z,17,0.9016509460184803
3103,f_l_eɪ,88,0.0838541174066989
3105,f_l_eɪ_k,2,0.033867369356318955
3106,f_l_eɪ_k_s,9,0.7820044449462648
3111,f_l_eɪ_m,15,0.9639078404721537
3112,f_l_eɪ_m_d,1,0.0
3113,f_l_eɪ_m_z,11,0.881819246751963
3117,f_l_aɪ,103,0.005566310646543338
3118,f_l_aɪ_t,58,0.2912195840865289
3119,f_l_aɪ_t_s,13,0.9649129456753878
3120,f_l_aɪ_z,30,0.6191322951917076
3121,f_l_ɜː,5,0.48963584909265034
3122,f_l_ɜː_t,1,0.0
3124,f_l_əʊ,96,0.040574139086701266
3125,f_l_əʊ_d,10,0.8344113943730964
3126,f_l_əʊ_n,9,0.7820044449462648
3127,f_l_əʊ_t,20,0.8208130603464577
3128,f_l_əʊ_t_s,2,0.033867369356318955
3129,f_l_əʊ_z,8,0.7234184599172108
3130,f_l_aʊ,138,0.0
3131,f_l_aʊ_n,7,0.6569991481240273
3136,f_l_ɛə,3,0.23554813451106882
3137,f_l_ɛə_ɜ˞,5,0.48963584909265034
3138,f_l_ɛə_d,6,0.5803236797915148
3139,f_l_ɛə_z,1,0.0
3140,f_l_ʊə_n,14,0.9982253065955268
3141,f_l_ʊə_n_s,94,0.05104623049783741
3142,f_l_ʊə_n_s_t,20,0.8208130603464577
3143,f_l_ʊə_n_t,8,0.7234184599172108
3144,f_l_ʊə_n_t_s,1,0.0
3145,f_l_ʊə_s,4,0.3786429146367648
3146,f_l_ə,4,0.3786429146367648
3149,f_l_ɛ,5,0.48963584909265034
3150,f_l_ɛ_ʃ,54,0.32676369933809335
3151,f_l_ɛ_dʒ,2,0.033867369356318955
3152,f_l_ɛ_dʒ_d,1,0.0
3153,f_l_ɛ_d,15,0.9639078404721537
3154,f_l_ɛ_ɡ,1,0.0
3155,f_l_ɛ_k,106,0.0
3156,f_l_ɛ_k_s,8,0.7234184599172108
3158,f_l_ɛ_k_t,24,0.7301252296475932
3159,f_l_ɛ_k_t_s,13,0.9649129456753878
3160,f_l_ɛ_m,1,0.0
3161,f_l_ɪ,151,0.0
3163,f_l_ɪ_ŋ,19,0.846326651164806
3165,f_l_ɪ_k,17,0.9016509460184803
3166,f_l_ɪ_k_s,1,0.0
3167,f_l_ɪ_k_t,55,0.31763672823125944
3168,f_l_ɪ_k_t_s,11,0.881819246751963
3169,f_l_ɪ_m,4,0.3786429146367648
3170,f_l_ɪ_n,2,0.033867369356318955
3172,f_l_ɪ_n_ɲ_t,5,0.48963584909265034
3173,f_l_ɪ_n_t,12,0.9250992250719607
3174,f_l_ɪ_n_t_s,1,0.0
3175,f_l_ɪ_p,1,0.0
3177,f_l_ɪ_p_t,5,0.48963584909265034
3178,f_l_ɪ_t,10,0.8344113943730964
3179,f_l_ɪ_t_s,5,0.48963584909265034
3180,f_l_ɒ,18,0.8732200097732894
3184,f_l_ɒ_k,7,0.6569991481240273
3185,f_l_ɒ_k_s,4,0.3786429146367648
3188,f_l_ɒ_p,1,0.0
3190,f_l_ɒ_p_t,5,0.48963584909265034
3191,f_l_ɒ_s,1,0.0
3192,f_l_ɒ_t,1,0.0
3193,f_l_ʊ,14,0.9982253065955268
3194,f_l_ʌ,64,0.24225490424145135
3195,f_l_ʌ_ŋ,21,0.7965445414407768
3199,f_l_ʌ_ʃ,9,0.7820044449462648
3200,f_l_ʌ_ʃ_t,16,0.9318059948023432
3201,f_l_ʌ_d,15,0.9639078404721537
3202,f_l_ʌ_d_z,5,0.48963584909265034
3203,f_l_ʌ_f,1,0.0
3206,f_l_ʌ_k,9,0.7820044449462648
3207,f_l_ʌ_k_s,6,0.5803236797915148
3208,f_l_iː,16,0.9318059948023432
3209,f_l_iː_s,1,0.0
3211,f_l_iː_t,14,0.9982253065955268
3212,f_l_iː_t_s,1,0.0
3213,f_l_iː_z,3,0.23554813451106882
3214,f_l_uː,56,0.3086742160346345
3215,f_l_uː_k,2,0.033867369356318955
3219,f_l_uː_t,2,0.033867369356318955
3220,f_l_uː_t_s,1,0.0
3222,f_l_æ,58,0.2912195840865289
3223,f_l_æ_ŋ,1,0.0
3224,f_l_æ_ŋ_k,6,0.5803236797915148
3225,f_l_æ_ŋ_k_s,5,0.48963584909265034
3226,f_l_æ_ŋ_k_t,5,0.48963584909265034
3227,f_l_æ_ʃ,27,0.6715392446185393
3228,f_l_æ_ʃ_t,15,0.9639078404721537
3229,f_l_æ_ɡ,22,0.7734052079675909
3231,f_l_æ_ɡ_z,7,0.6569991481240273
3232,f_l_æ_k,3,0.23554813451106882
3233,f_l_æ_k_s,2,0.033867369356318955
3234,f_l_æ_m,3,0.23554813451106882
3235,f_l_æ_n,1,0.0
3236,f_l_æ_n_dʒ,1,0.0
3238,f_l_æ_p,4,0.3786429146367648
3239,f_l_æ_p_s,3,0.23554813451106882
3240,f_l_æ_p_t,5,0.48963584909265034
3241,f_l_æ_t,120,0.0
3242,f_l_æ_t_s,23,0.7512946359146896
3243,f_ɑ̃ː_ŋ,1,0.0
3245,f_ɻ_ɑː_n,22,0.7734052079675909
3246,f_ɻ_ɑː_n_s,99,0.025268132377645358
3247,f_ɻ_ɔː,2,0.033867369356318955
3248,f_ɻ_ɔː_d,7,0.6569991481240273
3249,f_ɻ_ɔː_d_z,1,0.0
3250,f_ɻ_ɔː_t,3,0.23554813451106882
3251,f_ɻ_eɪ,27,0.6715392446185393
3252,f_ɻ_eɪ_d,112,0.0
3253,f_ɻ_eɪ_l,11,0.881819246751963
3255,f_ɻ_eɪ_m,48,0.3853496843671471
3256,f_ɻ_eɪ_m_d,10,0.8344113943730964
3257,f_ɻ_eɪ_m_z,8,0.7234184599172108
3258,f_ɻ_eɪ_n,5,0.48963584909265034
3259,f_ɻ_eɪ_n_d,5,0.48963584909265034
3261,f_ɻ_eɪ_t,6,0.5803236797915148
3263,f_ɻ_eɪ_z,34,0.5568754007380342
3265,f_ɻ_aɪ,119,0.0
3266,f_ɻ_aɪ_d,10,0.8344113943730964
3267,f_ɻ_aɪ_t,37,0.5148160511763513
3269,f_ɻ_aɪ_z,1,0.0
3270,f_ɻ_ɔɪ,5,0.48963584909265034
3271,f_ɻ_ɔɪ_d,9,0.7820044449462648
3272,f_ɻ_əʊ,35,0.5424568268591953
3273,f_ɻ_əʊ_z,4,0.3786429146367648
3274,f_ɻ_aʊ,9,0.7820044449462648
3275,f_ɻ_aʊ_n,5,0.48963584909265034
3276,f_ɻ_aʊ_n_d,10,0.8344113943730964
3277,f_ɻ_aʊ_n_z,2,0.033867369356318955
3283,f_ɻ_ə,16,0.9318059948023432
3285,f_ɻ_ə_n,63,0.250088231005581
3286,f_ɻ_ə_n_s,151,0.0
3287,f_ɻ_ə_n_t,430,0.0
3289,f_ɻ_ɛ,16,0.9318059948023432
3290,f_ɻ_ɛ_ʃ,98,0.030317982547372058
3291,f_ɻ_ɛ_ʃ_t,5,0.48963584909265034
3292,f_ɻ_ɛ_n,11,0.881819246751963
3293,f_ɻ_ɛ_n_ɲ,158,0.0
3294,f_ɻ_ɛ_n_d,269,0.0
3295,f_ɻ_ɛ_n_d_z,208,0.0
3296,f_ɻ_ɛ_s,2,0.033867369356318955
3297,f_ɻ_ɛ_t,4,0.3786429146367648
3299,f_ɻ_ɪ,243,0.0
3300,f_ɻ_ɪ_dʒ,7,0.6569991481240273
3304,f_ɻ_ɪ_k,7,0.6569991481240273
3305,f_ɻ_ɪ_l,1,0.0
3306,f_ɻ_ɪ_l_d,1,0.0
3307,f_ɻ_ɪ_l_z,2,0.033867369356318955
3308,f_ɻ_ɪ_n,3,0.23554813451106882
3309,f_ɻ_ɪ_n_dʒ,14,0.9982253065955268
3310,f_ɻ_ɪ_n_dʒ_d,5,0.48963584909265034
3311,f_ɻ_ɪ_s,1,0.0
3315,f_ɻ_ɪ_z,1,0.0
3317,f_ɻ_ɒ,9,0.7820044449462648
3318,f_ɻ_ɒ_θ,2,0.033867369356318955
3321,f_ɻ_ɒ_ɡ,4,0.3786429146367648
3323,f_ɻ_ɒ_ɡ_z,5,0.48963584909265034
3324,f_ɻ_ɒ_k,6,0.5803236797915148
3325,f_ɻ_ɒ_k_s,2,0.033867369356318955
3327,f_ɻ_ɒ_m,4172,0.0
3329,f_ɻ_ɒ_n_d_z,2,0.033867369356318955
3330,f_ɻ_ɒ_s_t,8,0.7234184599172108
3331,f_ɻ_ɒ_s_t_s,1,0.0
3332,f_ɻ_ʌ,21,0.7965445414407768
3337,f_ɻ_ʌ_n,63,0.250088231005581
3338,f_ɻ_ʌ_n_t,272,0.0
3339,f_ɻ_ʌ_n_t_s,7,0.6569991481240273
3340,f_ɻ_ʌ_s,20,0.8208130603464577
3341,f_ɻ_iː,479,0.0
3342,f_ɻ_iː_d,10,0.8344113943730964
3343,f_ɻ_iː_k,5,0.48963584909265034
3344,f_ɻ_iː_k_s,2,0.033867369356318955
3347,f_ɻ_iː_z,11,0.881819246751963
3348,f_ɻ_uː,4,0.3786429146367648
3349,f_ɻ_uː_t,67,0.2194689675642295
3350,f_ɻ_uː_t_s,16,0.9318059948023432
3352,f_ɻ_æ,13,0.9649129456753878
3353,f_ɻ_æ_ŋ,27,0.6715392446185393
3354,f_ɻ_æ_ŋ_k,21,0.7965445414407768
3355,f_ɻ_æ_ŋ_k_s,7,0.6569991481240273
3357,f_ɻ_æ_ɡ,32,0.5870304495218972
3358,f_ɻ_æ_k,19,0.846326651164806
3361,f_ɻ_æ_m,6,0.5803236797915148
3363,f_ɻ_æ_n,21,0.7965445414407768
3365,f_uː,28,0.6534497613150807
3366,f_uː_d,258,0.0
3367,f_uː_d_z,43,0.4400647862856458
3368,f_uː_l,37,0.5148160511763513
3369,f_uː_l_d,5,0.48963584909265034
3371,f_uː_l_z,8,0.7234184599172108
3376,f_æ,733,0.0
3377,f_æ_ŋ,1,0.0
3378,f_æ_ŋ_z,2,0.033867369356318955
3379,f_æ_b,1,0.0
3382,f_æ_d,3,0.23554813451106882
3383,f_æ_d_z,5,0.48963584909265034
3384,f_æ_ɡ,1,0.0
3386,f_æ_ɡ_z,1,0.0
3387,f_æ_k,301,0.0
3388,f_æ_k_t,514,0.0
3389,f_æ_k_t_s,65,0.23454302930783477
3390,f_æ_l,1,0.0
3393,f_æ_l_t,3,0.23554813451106882
3396,f_æ_n,114,0.0
3397,f_æ_n_d,5,0.48963584909265034
3399,f_æ_n_t_s,1,0.0
3400,f_æ_n_z,8,0.7234184599172108
3401,f_æ_t,85,0.10110692100170271
3402,f_æ_t_s,4,0.3786429146367648
3404,ɡ_ɑː,324,0.0
3405,ɡ_ɑː_ɜ˞,13,0.9649129456753878
3406,ɡ_ɑː_b,2,0.033867369356318955
3409,ɡ_ɑː_d,141,0.0
3410,ɡ_ɑː_d_z,38,0.5015511058843599
3413,ɡ_ɑː_s_p,7,0.6569991481240273
3414,ɡ_ɑː_s_p_s,2,0.033867369356318955
3415,ɡ_ɑː_s_p_t,10,0.8344113943730964
3416,ɡ_ɑː_s_t,11,0.881819246751963
3420,ɡ_ɑː_z,5,0.48963584909265034
3421,ɡ_ɔː,16,0.9318059948023432
3422,ɡ_ɔː_ɜ˞,1,0.0
3423,ɡ_ɔː_dʒ,7,0.6569991481240273
3430,ɡ_ɔː_l,5,0.48963584909265034
3435,ɡ_ɔː_n_t,6,0.5803236797915148
3439,ɡ_ɔː_s,1,0.0
3440,ɡ_ɔː_z,2,0.033867369356318955
3441,ɡ_eɪ,211,0.0
3442,ɡ_eɪ_dʒ,31,0.6028224415841186
3443,ɡ_eɪ_dʒ_d,35,0.5424568268591953
3444,ɡ_eɪ_d,12,0.9250992250719607
3445,ɡ_eɪ_d_z,3,0.23554813451106882
3446,ɡ_eɪ_l,8,0.7234184599172108
3448,ɡ_eɪ_l_z,2,0.033867369356318955
3449,ɡ_eɪ_m,150,0.0
3451,ɡ_eɪ_m_z,76,0.15677556060391384
3452,ɡ_eɪ_n,57,0.29987034072960983
3453,ɡ_eɪ_n_d,35,0.5424568268591953
3454,ɡ_eɪ_n_z,24,0.7301252296475932
3458,ɡ_eɪ_t,70,0.19768128157874898
3459,ɡ_eɪ_t_s,22,0.7734052079675909
3460,ɡ_eɪ_v,292,0.0
3461,ɡ_eɪ_z,19,0.846326651164806
3462,ɡ_eɪ_z_d,15,0.9639078404721537
3463,ɡ_aɪ,76,0.15677556060391384
3464,ɡ_aɪ_d,39,0.4886307438894163
3465,ɡ_aɪ_d_z,9,0.7820044449462648
3466,ɡ_aɪ_l,1,0.0
3471,ɡ_aɪ_z,37,0.5148160511763513
3472,ɡ_aɪ_z_d,10,0.8344113943730964
3473,ɡ_ɜː,11,0.881819246751963
3475,ɡ_ɜː_θ,1,0.0
3479,ɡ_ɜː_l,285,0.0
3480,ɡ_ɜː_l_z,163,0.0
3483,ɡ_ɔɪ,1,0.0
3487,ɡ_əʊ,2254,0.0
3488,ɡ_əʊ_ʃ,1,0.0
3491,ɡ_əʊ_l,77,0.1502734291998825
3492,ɡ_əʊ_l_d,96,0.040574139086701266
3493,ɡ_əʊ_l_d_z,1,0.0
3494,ɡ_əʊ_l_z,23,0.7512946359146896
3495,ɡ_əʊ_s_t,25,0.7098201258905722
3496,ɡ_əʊ_s_t_s,11,0.881819246751963
3497,ɡ_əʊ_t,17,0.9016509460184803
3498,ɡ_əʊ_t_s,18,0.8732200097732894
3499,ɡ_əʊ_z,159,0.0
3500,ɡ_aʊ,1,0.0
3503,ɡ_aʊ_n,17,0.9016509460184803
3505,ɡ_aʊ_n_z,4,0.3786429146367648
3508,ɡ_aʊ_t,2,0.033867369356318955
3509,ɡ_ɪə,3,0.23554813451106882
3510,ɡ_ɪə_ɜ˞,24,0.7301252296475932
3511,ɡ_ɪə_d,5,0.48963584909265034
3512,ɡ_ɪə_z,3,0.23554813451106882
3513,ɡ_ɛə,11,0.881819246751963
3514,ɡ_ʊə,1,0.0
3516,ɡ_ʊə_d_z,1,0.0
3517,ɡ_ə,789,0.0
3518,ɡ_ə_ɜ˞,792,0.0
3519,ɡ_ə_d,41,0.46375526216358076
3521,ɡ_ə_l,1,0.0
3523,ɡ_ə_l_z,1,0.0
3524,ɡ_ə_m,5,0.48963584909265034
3526,ɡ_ə_n,71,0.19062575946004823
3529,ɡ_ə_n_s,19,0.846326651164806
3530,ɡ_ə_n_t,47,0.39582177577828337
3532,ɡ_ə_n_z,26,0.6903115090441662
3533,ɡ_ə_s,16,0.9318059948023432
3534,ɡ_ə_s_t,54,0.32676369933809335
3536,ɡ_ə_t,14,0.9982253065955268
3537,ɡ_ə_t_s,17,0.9016509460184803
3538,ɡ_ə_z,196,0.0
3539,ɡ_ɛ,697,0.0
3543,ɡ_ɛ_n,768,0.0
3544,ɡ_ɛ_n_s_t,586,0.0
3545,ɡ_ɛ_s,61,0.26613497645078243
3546,ɡ_ɛ_s_t,44,0.4286296626871451
3547,ɡ_ɛ_s_t_s,36,0.5284444644928434
3548,ɡ_ɛ_t,1248,0.0
3549,ɡ_ɛ_t_s,101,0.015319681365850157
3550,ɡ_ɪ,772,0.0
3551,ɡ_ɪ_ŋ,84,0.10699345087988488
3552,ɡ_ɪ_ŋ_z,2,0.033867369356318955
3553,ɡ_ɪ_ʃ,5,0.48963584909265034
3554,ɡ_ɪ_dʒ,36,0.5284444644928434
3556,ɡ_ɪ_b,3,0.23554813451106882
3557,ɡ_ɪ_d,19,0.846326651164806
3558,ɡ_ɪ_f,8,0.7234184599172108
3559,ɡ_ɪ_f_t,31,0.6028224415841186
3560,ɡ_ɪ_f_t_s,18,0.8732200097732894
3561,ɡ_ɪ_ɡ,1,0.0
3564,ɡ_ɪ_l,65,0.23454302930783477
3565,ɡ_ɪ_l_d,7,0.6569991481240273
3566,ɡ_ɪ_l_d_z,2,0.033867369356318955
3567,ɡ_ɪ_l_t,45,0.4174515300369579
3568,ɡ_ɪ_l_z,4,0.3786429146367648
3570,ɡ_ɪ_n,135,0.0
3572,ɡ_ɪ_n_z,54,0.32676369933809335
3574,ɡ_ɪ_s_t,73,0.17680803844597315
3576,ɡ_ɪ_t,35,0.5424568268591953
3577,ɡ_ɪ_t_s,15,0.9639078404721537
3578,ɡ_ɪ_v,510,0.0
3579,ɡ_ɪ_v_z,91,0.06717973027645785
3580,ɡ_ɪ_z,2,0.033867369356318955
3581,ɡ_l̩,392,0.0
3582,ɡ_l̩_d,63,0.250088231005581
3583,ɡ_l̩_z,41,0.46375526216358076
3584,ɡ_ɒ,161,0.0
3585,ɡ_ɒ_ŋ,1,0.0
3588,ɡ_ɒ_ʃ,3,0.23554813451106882
3591,ɡ_ɒ_b,1,0.0
3593,ɡ_ɒ_d,280,0.0
3594,ɡ_ɒ_d_z,29,0.6359951293669748
3595,ɡ_ɒ_ɡ,5,0.48963584909265034
3596,ɡ_ɒ_ɡ_z,1,0.0
3597,ɡ_ɒ_l,11,0.881819246751963
3598,ɡ_ɒ_l_f,30,0.6191322951917076
3601,ɡ_ɒ_n,259,0.0
3604,ɡ_ɒ_t,884,0.0
3605,ɡ_ɒ_z,1,0.0
3606,ɡ_ʊ,5,0.48963584909265034
3607,ɡ_ʊ_d,1002,0.0
3608,ɡ_ʊ_d_z,52,0.3455359637637201
3610,ɡ_ʊ_z,3,0.23554813451106882
3611,ɡ_ʌ,549,0.0
3613,ɡ_ʌ_ʃ,1,0.0
3615,ɡ_ʌ_l,5,0.48963584909265034
3618,ɡ_ʌ_l_f,15,0.9639078404721537
3619,ɡ_ʌ_l_f_s,1,0.0
3620,ɡ_ʌ_l_f_t,5,0.48963584909265034
3621,ɡ_ʌ_l_p,2,0.033867369356318955
3622,ɡ_ʌ_l_p_s,1,0.0
3623,ɡ_ʌ_l_p_t,5,0.48963584909265034
3624,ɡ_ʌ_l_z,4,0.3786429146367648
3625,ɡ_ʌ_m,5,0.48963584909265034
3627,ɡ_ʌ_m_p,4,0.3786429146367648
3628,ɡ_ʌ_m_z,3,0.23554813451106882
3629,ɡ_ʌ_n,144,0.0
